age,ielts_score,CGPA,work_experience,financial_status,interview_country,visa_approved
29,7.5,3.89,3,Medium,Australia,1
30,6.7,2.5,2,High,USA,0
31,7.3,3.51,5,High,Canada,1
32,8.3,3.78,4,Low,USA,0
32,6.3,3.06,3,High,UK,0
31,8.8,2.85,2,Low,Canada,0
34,6.9,2.59,4,Medium,USA,0
33,8.8,3.13,0,Low,Australia,0
21,8.5,2.38,4,Medium,UK,0
32,8.1,2.86,0,High,USA,0
22,6.9,3.37,4,Medium,USA,1
21,7.3,3.3,2,High,USA,1
22,8.4,3.4,5,High,Canada,1
26,7.2,3.17,5,High,Australia,1
20,8.0,2.01,2,Medium,Canada,0
29,8.2,2.05,0,Medium,UK,0
27,7.1,3.16,3,Low,UK,0
32,7.1,3.93,1,Medium,UK,1
29,5.8,2.39,3,High,Germany,0
29,6.0,3.43,2,Medium,UK,0
29,8.6,2.87,4,Low,UK,0
33,8.4,2.28,4,Medium,USA,0
21,5.0,2.07,3,High,Canada,0
22,8.5,3.43,5,Low,UK,0
28,5.1,2.29,5,Low,Canada,0
26,6.8,2.6,4,Low,Australia,0
23,5.3,2.8,2,High,Germany,0
29,8.9,3.41,2,High,Canada,1
24,8.9,2.78,3,Medium,UK,0
21,7.4,2.77,4,Medium,Germany,0
32,6.6,3.59,1,High,Australia,1
30,7.0,2.01,2,Low,Canada,0
32,8.0,3.51,1,Medium,UK,1
27,5.9,3.04,1,High,USA,0
23,6.8,3.08,3,High,Australia,1
28,7.9,2.69,5,Medium,Canada,0
24,6.6,2.18,3,High,UK,0
32,5.1,2.18,3,Medium,USA,0
28,7.0,2.68,0,Medium,Germany,0
23,7.9,3.44,3,High,USA,1
29,8.9,3.78,0,Medium,USA,0
24,5.1,3.62,0,High,Australia,0
28,7.2,3.6,0,High,UK,0
27,6.8,2.01,0,High,UK,0
22,6.0,2.38,1,Low,Canada,0
20,7.6,3.89,3,Low,USA,0
22,5.7,3.74,5,Medium,Australia,0
23,6.1,2.25,1,High,UK,0
21,8.1,3.27,2,High,Canada,1
20,6.8,2.87,0,Medium,USA,0
26,9.0,2.02,0,Low,Canada,0
27,6.5,3.6,1,High,Australia,0
26,6.9,3.89,5,High,USA,1
33,6.2,3.84,3,Low,Germany,0
24,5.9,2.77,0,Medium,Canada,0
31,8.7,3.58,2,Medium,USA,1
20,8.0,3.0,5,High,UK,0
26,6.3,3.96,3,High,Canada,0
32,7.8,3.93,5,Medium,USA,1
26,8.9,3.55,1,High,Australia,1
28,5.3,2.94,3,High,USA,0
22,6.1,3.8,0,Medium,Canada,0
28,5.8,2.45,3,Medium,USA,0
33,8.5,2.43,0,High,Canada,0
20,5.7,3.12,3,High,UK,0
20,6.2,3.64,3,Medium,Australia,0
33,7.2,2.12,1,Medium,Canada,0
23,7.5,3.57,1,Medium,Australia,1
28,8.2,3.9,4,Medium,UK,1
25,6.6,3.09,5,High,USA,1
32,7.1,2.43,5,Low,USA,0
30,8.9,3.26,3,Medium,Germany,1
22,6.2,2.39,1,High,Germany,0
20,6.0,2.78,5,Medium,USA,0
23,7.8,3.4,1,Medium,UK,1
31,8.1,2.76,2,Medium,USA,0
32,6.7,2.97,5,Medium,Canada,0
28,5.9,3.09,2,High,USA,0
22,8.1,2.68,0,Medium,UK,0
31,7.7,2.15,5,Medium,Canada,0
28,8.5,3.02,5,Medium,Canada,1
26,8.4,2.98,5,Medium,Australia,0
31,5.8,2.85,0,Medium,USA,0
33,8.3,2.37,3,Medium,Australia,0
34,5.7,2.1,1,Medium,UK,0
23,8.5,3.65,2,High,UK,1
22,8.1,3.06,4,High,Australia,1
29,7.3,3.96,0,Medium,Canada,0
34,7.6,3.96,4,High,USA,1
24,5.4,3.16,4,Medium,Germany,0
24,5.2,2.98,4,Medium,UK,0
22,6.3,2.37,5,Low,Canada,0
31,8.3,2.76,5,Medium,Germany,0
28,6.9,3.57,4,Medium,UK,1
23,5.9,3.93,0,Medium,Germany,0
30,8.3,3.2,4,Low,Canada,0
24,5.9,3.23,4,Medium,USA,0
23,8.3,3.88,0,Low,USA,0
24,6.8,2.25,0,Medium,Canada,0
26,6.9,3.22,0,Medium,Australia,0
28,6.1,3.17,4,Medium,UK,0
26,8.6,2.41,5,High,Canada,0
32,5.4,3.55,5,Medium,UK,0
24,5.6,2.24,3,High,USA,0
29,7.5,2.13,2,Medium,Canada,0
29,8.4,2.97,2,Low,Canada,0
26,5.4,2.6,4,Medium,Australia,0
33,7.9,2.87,4,High,Canada,0
34,8.0,2.23,1,Medium,Germany,0
29,7.3,2.9,4,High,Germany,0
24,6.9,2.88,1,High,Germany,0
22,6.3,3.93,2,Low,UK,0
26,6.4,3.45,2,High,USA,0
32,7.7,3.84,3,Low,Germany,0
30,5.3,3.56,5,Medium,Canada,0
30,7.3,3.58,3,High,USA,1
21,6.1,3.73,2,Medium,USA,0
34,6.9,2.51,2,Low,Canada,0
31,7.2,2.85,2,Medium,Australia,0
28,8.5,3.75,0,High,USA,0
29,7.3,2.13,0,Medium,USA,0
29,5.9,2.11,3,Low,Canada,0
31,5.3,3.3,0,Medium,Canada,0
20,7.5,3.82,2,High,Canada,1
32,7.2,3.59,1,Medium,Canada,1
25,7.7,3.6,5,High,Australia,1
26,6.8,2.72,5,Low,Australia,0
33,8.3,3.18,5,Low,UK,0
32,8.7,3.54,4,Low,Canada,0
27,5.2,3.59,0,Low,Canada,0
29,8.0,3.16,0,High,UK,0
28,5.1,3.6,2,High,Australia,0
21,6.8,2.05,2,Medium,USA,0
30,6.8,3.89,2,Low,Australia,0
29,7.8,3.74,2,Medium,USA,1
21,6.4,2.1,5,Low,USA,0
24,8.3,2.84,4,Medium,Australia,0
32,6.4,3.84,4,High,Canada,0
24,6.4,3.03,0,Medium,USA,0
25,5.9,2.18,4,Medium,Australia,0
22,7.7,3.93,0,Medium,USA,0
27,5.3,2.72,3,Medium,Australia,0
32,6.5,3.03,1,High,Canada,0
20,6.1,3.26,2,High,USA,0
25,5.9,3.66,1,Medium,USA,0
23,5.2,3.75,4,Medium,Australia,0
20,5.8,3.31,0,Low,USA,0
34,6.8,3.9,4,Low,Germany,0
26,7.0,2.44,5,Medium,UK,0
28,6.1,3.81,0,Low,USA,0
32,7.6,2.38,5,Low,USA,0
23,6.3,3.79,0,Low,Germany,0
23,6.5,2.43,2,Low,USA,0
25,8.1,3.44,0,High,Australia,0
31,7.2,3.63,2,High,Australia,1
34,8.8,2.78,2,High,UK,0
22,6.4,2.23,4,High,Germany,0
32,8.3,2.73,5,High,Canada,0
31,8.0,2.12,3,Medium,USA,0
25,8.6,3.32,1,Medium,USA,1
26,8.8,3.39,2,Medium,Canada,1
30,5.0,2.54,2,Medium,UK,0
29,5.4,3.3,4,High,Germany,0
29,7.7,2.12,2,Medium,Canada,0
22,6.6,2.06,1,Low,Australia,0
26,8.3,2.82,4,High,Canada,0
33,5.0,2.97,1,Low,Canada,0
22,8.2,2.04,0,Medium,UK,0
32,5.5,3.18,4,High,USA,0
32,6.2,3.67,5,Low,USA,0
21,8.9,2.82,1,Medium,USA,0
31,5.2,3.49,3,Low,Australia,0
33,6.4,2.3,1,Medium,Australia,0
29,5.3,3.06,4,Medium,USA,0
23,8.4,3.58,3,Low,USA,0
31,7.8,3.36,5,Medium,Australia,1
27,8.2,3.56,3,Medium,USA,1
32,7.1,3.44,4,High,UK,1
34,6.4,2.24,1,Medium,USA,0
28,5.0,2.21,2,Low,Australia,0
26,6.1,3.95,5,Medium,UK,0
20,7.1,2.96,2,Medium,Australia,0
22,7.7,3.46,1,Low,UK,0
32,5.9,3.36,4,Medium,Canada,0
31,5.6,2.09,3,Low,Canada,0
33,5.8,2.99,0,Low,Australia,0
28,6.4,3.04,3,High,Germany,0
34,5.6,3.62,0,Medium,USA,0
31,5.6,3.92,1,Medium,USA,0
20,5.2,2.58,0,High,Germany,0
28,8.4,2.12,4,Low,USA,0
27,5.9,2.95,4,Low,Australia,0
20,8.3,2.06,5,High,USA,0
25,6.8,2.77,3,Medium,UK,0
24,7.5,2.55,4,High,Canada,0
25,5.3,2.49,5,Medium,USA,0
29,7.3,2.0,2,High,USA,0
31,6.2,2.5,5,Medium,UK,0
32,5.4,2.64,5,High,Australia,0
32,8.6,3.82,3,Medium,USA,1
32,7.4,2.18,3,High,USA,0
34,6.0,3.53,5,Medium,Canada,0
24,6.7,3.45,2,Medium,UK,1
25,6.4,2.65,2,High,Germany,0
24,7.8,3.81,1,High,Canada,1
30,7.4,3.31,1,High,Germany,1
31,5.1,2.19,1,High,Australia,0
24,5.8,2.41,0,High,Australia,0
23,6.9,2.8,3,Medium,UK,0
22,6.8,3.93,4,Medium,Australia,1
22,7.1,2.53,3,Medium,Germany,0
23,7.9,2.86,2,High,UK,0
28,7.7,3.12,5,Medium,Canada,1
21,6.5,2.71,4,Medium,Canada,0
34,8.5,3.4,0,Medium,Canada,0
28,5.3,3.32,4,Medium,UK,0
20,7.3,2.12,4,Medium,UK,0
33,8.8,2.86,4,High,UK,0
34,7.2,3.56,3,Medium,Australia,1
34,6.8,3.28,3,Medium,Australia,1
20,5.5,2.92,5,High,Australia,0
24,8.2,3.46,1,High,UK,1
25,6.5,3.34,4,Medium,Australia,0
25,7.8,3.68,3,High,Australia,1
22,5.8,2.1,0,Medium,UK,0
26,5.2,3.07,3,Medium,Australia,0
28,6.2,3.32,2,Medium,Australia,0
30,6.1,3.35,4,High,USA,0
31,8.5,3.84,1,Medium,Australia,1
29,8.5,2.82,4,Medium,Australia,0
27,7.1,3.59,2,Medium,Australia,1
25,5.1,3.57,2,High,UK,0
31,5.9,2.54,3,Low,Germany,0
27,7.6,2.54,2,Medium,UK,0
31,5.4,3.89,4,Low,Canada,0
24,7.8,2.65,0,Low,Canada,0
27,5.0,2.83,1,Medium,Australia,0
29,7.7,3.21,0,Medium,Canada,0
31,8.4,2.63,0,Medium,Canada,0
23,6.9,3.32,2,Medium,USA,1
29,8.3,2.58,3,Low,Canada,0
27,8.1,3.05,0,High,USA,0
29,7.7,3.12,2,Medium,Germany,1
31,6.8,3.6,0,High,Australia,0
21,6.1,3.72,0,Low,UK,0
31,8.4,3.36,4,Medium,Australia,1
31,7.6,2.54,4,Medium,USA,0
24,8.2,2.93,4,Medium,Australia,0
28,7.2,3.13,0,Medium,USA,0
23,5.7,2.6,3,High,Germany,0
30,8.9,3.88,1,Medium,USA,1
25,5.7,2.22,5,High,Germany,0
34,8.6,3.67,2,High,Canada,1
20,5.8,2.85,3,Medium,UK,0
28,6.5,3.89,1,Medium,Germany,0
20,6.8,3.07,3,Medium,Australia,1
24,8.7,3.46,1,Medium,Canada,1
23,8.6,3.47,4,Medium,Australia,1
32,8.3,3.4,2,Medium,Germany,1
31,6.5,2.1,3,High,Australia,0
32,5.0,3.24,3,Medium,USA,0
32,7.7,3.79,1,Medium,Canada,1
33,6.6,3.69,2,Medium,Australia,1
22,8.0,3.83,0,Low,UK,0
32,8.2,2.89,1,Medium,USA,0
25,6.8,2.91,1,High,Germany,0
21,8.0,3.62,3,High,Germany,1
22,8.4,2.61,1,High,UK,0
24,8.7,3.53,4,High,Canada,1
34,7.3,3.01,2,Medium,UK,1
28,8.1,2.53,1,Low,Australia,0
21,7.0,3.29,5,Medium,UK,1
29,5.2,2.59,1,Low,UK,0
27,5.6,3.34,4,Medium,Germany,0
33,5.5,3.14,1,High,Canada,0
21,5.7,3.44,4,Low,Canada,0
30,5.0,3.2,1,High,Canada,0
32,8.4,3.52,3,Medium,Canada,1
24,7.2,3.99,1,Medium,UK,1
26,6.5,2.94,3,Low,Canada,0
27,6.6,3.2,4,Medium,UK,1
20,6.9,2.2,1,Medium,Canada,0
25,5.3,3.9,2,Medium,Canada,0
20,6.1,3.19,1,Medium,UK,0
21,8.4,2.21,3,Medium,UK,0
34,8.0,2.8,1,Medium,UK,0
20,7.3,2.16,1,Medium,UK,0
30,6.9,2.99,3,High,Australia,0
24,6.0,2.55,0,Medium,UK,0
29,6.9,2.68,1,Medium,Germany,0
34,7.4,2.14,5,High,USA,0
28,7.9,3.52,5,High,UK,1
25,5.7,3.68,2,Medium,USA,0
30,8.3,2.28,1,Low,UK,0
30,6.4,3.5,4,Medium,Germany,0
20,7.0,2.26,0,Low,UK,0
32,7.4,2.17,2,High,Australia,0
20,7.0,2.23,5,Medium,Canada,0
21,7.3,2.06,4,Medium,USA,0
28,5.4,2.75,2,High,Germany,0
22,6.7,3.91,0,Low,Germany,0
34,6.1,3.8,0,Medium,Germany,0
20,5.3,2.66,2,Medium,Canada,0
24,5.8,3.59,2,Low,USA,0
26,7.4,3.65,3,Medium,Canada,1
25,5.8,2.3,4,High,Canada,0
31,5.7,2.46,2,High,USA,0
20,7.2,3.38,4,Medium,Canada,1
24,8.6,2.53,0,Low,USA,0
34,8.2,3.88,0,Low,Australia,0
24,8.6,2.46,5,Medium,Canada,0
25,7.3,3.6,2,High,Canada,1
22,6.6,3.52,4,Low,Germany,0
24,7.9,3.01,0,Medium,Australia,0
26,6.0,2.53,5,High,USA,0
24,5.3,2.07,3,Medium,Germany,0
24,6.4,3.66,4,High,USA,0
24,6.2,2.76,4,Medium,USA,0
29,7.7,2.68,4,Medium,Australia,0
29,7.2,2.09,4,Medium,USA,0
22,5.6,2.3,4,Medium,UK,0
20,8.6,2.74,3,Medium,UK,0
24,7.4,3.38,5,Medium,UK,1
33,6.8,2.41,0,Medium,Australia,0
28,8.7,2.33,4,High,USA,0
33,5.4,2.52,5,Medium,USA,0
20,8.2,2.57,4,Medium,Canada,0
22,6.5,2.82,4,High,UK,0
32,7.8,2.72,5,High,UK,0
32,8.7,2.15,0,Low,Germany,0
23,7.1,3.24,2,Low,Canada,0
33,5.1,2.26,0,Low,USA,0
20,5.1,3.74,4,Medium,Australia,0
20,6.3,3.72,0,Medium,Canada,0
27,8.1,2.14,1,Low,USA,0
21,6.2,2.83,2,Medium,USA,0
31,6.3,2.95,3,Low,Germany,0
34,8.1,3.99,1,High,Australia,1
27,5.5,2.5,4,High,Canada,0
26,8.4,3.27,3,Medium,USA,1
29,6.1,2.91,5,Medium,Australia,0
29,5.2,3.54,3,High,Canada,0
21,5.5,2.5,2,Medium,UK,0
25,8.8,3.36,0,Low,Germany,0
25,6.8,2.26,5,High,Canada,0
22,6.0,2.03,0,Medium,Germany,0
30,7.1,2.04,0,High,Canada,0
21,7.7,2.99,0,Medium,Australia,0
31,6.3,3.54,1,Medium,Canada,0
20,7.9,3.16,4,High,Canada,1
25,6.0,2.07,3,Low,UK,0
31,5.4,3.1,5,High,Canada,0
24,7.2,2.23,4,Medium,UK,0
33,5.6,3.93,4,High,USA,0
33,8.8,2.71,2,Medium,UK,0
30,5.0,3.01,5,Low,Germany,0
28,8.0,2.68,2,Medium,UK,0
20,6.1,2.93,2,High,USA,0
34,8.4,3.92,2,Low,Australia,0
34,5.2,2.52,0,Low,USA,0
26,8.8,3.44,3,Low,UK,0
34,5.4,3.51,0,Low,UK,0
24,8.2,2.38,4,High,Canada,0
24,7.1,3.46,5,Medium,Australia,1
33,6.7,3.3,0,Low,USA,0
21,6.1,2.58,3,Low,USA,0
30,8.4,3.05,3,High,UK,1
22,5.8,3.18,4,Medium,Canada,0
26,7.9,3.67,5,Low,UK,0
25,6.8,2.25,1,Low,UK,0
31,9.0,3.94,4,High,Canada,1
21,7.4,3.54,4,High,UK,1
25,5.4,3.07,5,High,UK,0
21,6.7,3.55,0,Low,UK,0
21,5.3,3.47,2,Medium,UK,0
21,6.1,2.92,1,High,Germany,0
33,6.4,2.67,2,High,Australia,0
34,8.4,3.98,4,Low,UK,0
30,8.4,3.77,1,High,USA,1
22,5.0,3.9,5,Medium,UK,0
34,7.1,2.1,5,High,USA,0
21,5.9,3.63,0,High,UK,0
23,6.3,3.78,5,High,Australia,0
28,5.1,2.95,4,Medium,USA,0
25,8.0,3.78,4,Medium,UK,1
20,8.8,2.2,3,Medium,USA,0
27,5.9,2.12,0,Low,UK,0
34,6.4,2.58,0,Medium,UK,0
31,5.8,2.05,4,High,Canada,0
33,8.7,3.37,1,Low,Canada,0
26,5.0,3.85,1,Medium,Canada,0
29,7.3,2.59,2,High,Canada,0
22,8.5,3.32,3,Medium,UK,1
20,5.7,2.94,5,Low,USA,0
24,7.4,2.51,5,Medium,USA,0
32,5.2,3.84,3,High,Canada,0
23,8.3,3.92,2,Medium,Australia,1
29,6.1,2.27,2,Medium,UK,0
27,9.0,3.53,2,Medium,Australia,1
20,8.7,2.38,0,High,Canada,0
29,7.9,2.98,2,High,Canada,0
20,7.0,2.72,0,High,Australia,0
31,8.1,2.49,0,High,Australia,0
23,5.5,3.35,4,Medium,USA,0
27,6.2,3.71,3,High,UK,0
24,5.1,3.56,5,Medium,Australia,0
21,7.6,3.44,1,Medium,USA,1
25,8.2,2.13,0,Medium,Germany,0
24,8.8,2.19,3,High,UK,0
21,7.7,2.93,3,Medium,Canada,0
32,7.9,3.11,3,Low,USA,0
33,8.6,3.45,2,Low,USA,0
30,8.7,2.71,0,Medium,UK,0
30,7.0,2.05,2,High,Australia,0
30,5.4,2.07,5,High,Canada,0
22,6.9,3.71,5,High,UK,1
34,7.2,2.26,2,Medium,USA,0
28,7.5,3.87,4,Medium,USA,1
26,9.0,2.67,2,Low,USA,0
26,8.7,3.17,3,Medium,USA,1
34,6.6,2.34,1,High,Germany,0
30,5.5,2.91,2,High,Canada,0
25,5.9,3.75,3,Medium,Australia,0
27,5.7,3.97,2,Medium,USA,0
23,6.4,3.53,2,Medium,USA,0
27,8.5,3.53,5,Medium,Canada,1
23,6.8,3.77,2,Low,UK,0
27,7.3,2.49,5,Medium,USA,0
28,5.7,3.47,2,Medium,Canada,0
22,7.0,3.12,1,High,USA,1
22,8.5,2.52,1,Low,Germany,0
30,8.1,2.11,4,Medium,Australia,0
32,5.3,2.4,2,High,USA,0
21,8.4,3.3,3,Medium,UK,1
32,6.1,3.14,0,High,Australia,0
29,7.7,2.14,4,Low,UK,0
22,5.6,3.12,3,Low,Canada,0
22,7.7,2.78,4,High,Germany,0
24,5.1,2.03,0,High,UK,0
24,7.4,3.82,0,Low,Australia,0
21,7.6,2.52,0,Medium,Canada,0
31,6.0,3.11,3,Medium,UK,0
29,8.7,3.18,4,Medium,UK,1
32,5.2,3.0,5,High,Germany,0
25,8.6,2.48,0,Medium,USA,0
24,6.5,2.81,3,Medium,Australia,0
25,7.9,2.58,2,Medium,UK,0
20,7.6,2.87,5,Low,USA,0
24,5.7,2.17,5,Medium,USA,0
28,6.3,2.33,2,Medium,UK,0
31,7.1,2.28,3,Low,Canada,0
29,8.4,3.19,2,High,Australia,1
33,8.8,3.31,2,Low,Canada,0
21,5.1,3.83,0,Low,USA,0
20,6.4,2.52,4,Medium,UK,0
33,7.7,2.79,3,Low,USA,0
29,7.1,3.24,0,High,Canada,0
32,8.8,3.94,5,High,Australia,1
30,5.1,2.78,1,Medium,Australia,0
28,6.8,2.58,4,Medium,UK,0
29,7.7,2.78,1,High,Germany,0
28,5.9,2.62,5,Medium,Canada,0
34,7.9,2.17,0,Medium,UK,0
28,5.3,2.69,4,High,Germany,0
25,6.8,3.17,4,Medium,UK,1
34,7.7,2.37,0,High,UK,0
27,6.1,3.67,4,Medium,USA,0
33,5.3,3.47,3,High,UK,0
30,8.8,3.12,3,Medium,USA,1
34,8.7,3.47,0,High,USA,0
32,8.7,2.63,4,High,Canada,0
20,8.9,2.4,0,High,UK,0
29,5.7,3.68,4,Medium,Canada,0
23,5.6,3.64,4,High,UK,0
20,5.1,3.47,4,High,USA,0
27,8.6,2.51,4,Medium,Canada,0
20,8.0,2.69,3,Medium,UK,0
22,7.5,2.76,4,Medium,Australia,0
32,8.7,2.37,4,Medium,Canada,0
23,7.3,3.52,4,High,UK,1
34,5.5,2.37,2,Medium,UK,0
34,5.7,2.44,3,Medium,Canada,0
34,5.5,2.1,5,Medium,UK,0
27,6.2,3.33,3,Medium,USA,0
25,6.5,3.86,0,Medium,Canada,0
33,8.2,2.97,3,Medium,USA,0
29,5.8,3.8,2,Medium,USA,0
31,7.9,3.68,5,High,Australia,1
26,7.0,3.59,3,Medium,UK,1
33,9.0,2.34,2,Medium,UK,0
27,8.1,2.75,3,Low,UK,0
21,8.9,3.33,2,Medium,UK,1
32,6.4,2.69,3,High,USA,0
29,5.5,3.42,0,Low,Canada,0
33,7.0,2.57,0,Medium,USA,0
30,5.5,2.79,2,High,Canada,0
27,7.0,3.46,4,Medium,Canada,1
22,6.1,2.24,3,Medium,Germany,0
26,7.0,3.57,3,Low,USA,0
22,8.8,3.43,0,High,Germany,0
34,6.2,2.9,0,Medium,Germany,0
26,9.0,2.88,5,Medium,UK,0
33,5.9,3.81,2,High,Germany,0
30,5.8,3.43,1,Medium,Australia,0
34,7.2,3.24,4,Medium,UK,1
31,8.4,3.73,2,High,Germany,1
32,8.0,2.66,4,Medium,USA,0
21,7.9,2.57,2,Low,USA,0
29,6.1,2.42,3,Medium,Canada,0
25,5.1,3.04,2,Medium,USA,0
22,5.6,3.98,4,Medium,Australia,0
22,6.4,3.86,1,High,Canada,0
34,8.9,2.91,3,Medium,Germany,0
28,8.7,2.22,5,Medium,Canada,0
26,5.8,3.75,4,Medium,Australia,0
24,7.9,3.85,1,Low,USA,0
31,7.3,2.34,5,Medium,UK,0
29,5.2,3.77,3,Low,UK,0
26,6.5,2.89,0,Low,USA,0
28,6.9,2.02,4,Medium,USA,0
20,7.7,3.89,3,Medium,Germany,1
26,6.2,2.09,5,High,USA,0
25,8.7,2.07,1,Medium,Canada,0
29,6.8,3.93,3,Low,UK,0
33,6.0,2.43,0,Low,Germany,0
31,6.3,3.11,5,Medium,UK,0
28,8.0,3.89,3,High,UK,1
20,7.6,3.88,0,Medium,Canada,0
32,8.0,2.35,4,High,USA,0
23,6.2,3.03,3,Low,Germany,0
28,6.3,2.01,2,High,Australia,0
23,6.6,2.18,1,Medium,Australia,0
29,5.8,3.9,2,High,Germany,0
22,7.8,2.83,2,High,Germany,0
28,6.3,2.3,3,Medium,UK,0
32,6.3,3.26,1,Medium,Australia,0
21,6.1,2.35,4,High,Canada,0
34,6.8,3.96,1,Medium,Germany,1
23,8.1,3.34,5,Medium,UK,1
34,8.3,2.74,0,Medium,UK,0
25,8.2,2.76,5,Medium,Australia,0
21,7.5,3.83,5,Medium,USA,1
34,6.1,3.79,3,High,USA,0
27,7.9,3.9,2,High,Canada,1
27,5.2,2.91,4,Medium,Canada,0
20,8.2,3.7,3,High,Canada,1
31,8.1,2.97,4,Medium,Australia,0
22,7.7,3.27,4,Medium,UK,1
29,5.4,3.01,0,Medium,USA,0
28,9.0,3.22,1,Medium,UK,1
24,8.0,3.02,3,Medium,USA,1
25,7.9,2.31,4,High,Canada,0
23,5.3,2.22,1,High,UK,0
29,6.6,3.88,5,Medium,USA,1
21,5.3,3.02,5,Low,Germany,0
30,6.4,3.88,5,High,Germany,0
27,7.3,3.37,2,High,Germany,1
30,8.5,2.18,0,High,UK,0
32,6.1,2.4,0,Medium,Canada,0
25,7.5,3.54,1,Medium,Australia,1
24,5.7,2.36,2,High,Canada,0
28,6.4,2.02,1,Medium,UK,0
20,8.8,2.22,0,Medium,Canada,0
24,8.0,2.95,4,High,USA,0
25,7.2,2.33,2,Medium,USA,0
24,6.0,2.09,4,Medium,Australia,0
25,6.5,3.49,4,High,UK,0
25,5.6,3.94,5,High,USA,0
26,6.4,3.96,3,Medium,Canada,0
23,5.6,3.8,4,Low,USA,0
33,8.2,2.04,0,High,Canada,0
30,5.3,2.48,0,Low,Canada,0
33,5.8,2.28,2,Medium,UK,0
33,7.8,3.28,3,Low,USA,0
33,8.6,3.7,1,High,UK,1
34,8.9,3.14,4,Medium,USA,1
27,8.3,2.69,4,Medium,UK,0
26,5.8,3.82,3,Medium,Germany,0
28,6.1,3.01,2,High,UK,0
26,8.5,2.35,2,Medium,UK,0
22,8.6,3.07,3,Low,UK,0
22,7.6,2.04,0,Medium,USA,0
34,6.3,2.08,5,Medium,UK,0
27,5.9,3.26,5,Low,Australia,0
24,8.4,3.45,2,High,UK,1
23,5.8,2.28,5,Low,Canada,0
27,7.6,3.07,2,Low,USA,0
34,8.9,3.55,5,High,Germany,1
25,7.8,3.76,5,Medium,UK,1
21,6.0,2.95,4,Low,UK,0
23,6.1,2.24,0,Medium,Canada,0
31,5.4,2.14,0,Medium,Canada,0
30,7.7,3.71,3,High,Germany,1
23,7.1,2.16,2,Low,USA,0
34,5.8,3.64,3,Medium,USA,0
25,5.9,2.87,4,Medium,Germany,0
25,5.0,2.87,1,Medium,UK,0
20,8.9,3.04,3,High,USA,1
33,8.3,2.27,0,Medium,Australia,0
27,6.6,3.49,3,Medium,UK,1
25,8.8,2.6,3,Medium,Australia,0
22,7.7,3.2,0,Medium,Australia,0
33,8.0,2.01,2,High,Canada,0
28,7.7,2.56,4,Low,Australia,0
21,8.0,2.08,2,High,USA,0
34,5.7,2.63,5,High,Germany,0
30,7.2,2.25,0,Medium,UK,0
27,8.4,2.14,5,Low,Canada,0
29,5.1,3.7,0,Medium,USA,0
22,5.5,2.73,0,High,UK,0
32,6.0,3.65,4,High,Canada,0
31,6.2,3.79,2,Low,UK,0
24,5.7,3.01,5,Medium,Canada,0
25,7.5,3.14,2,Medium,USA,1
29,6.2,3.29,2,High,USA,0
25,5.6,3.29,0,Medium,Canada,0
23,8.6,3.06,1,Medium,Australia,1
22,7.8,3.19,5,Medium,USA,1
23,6.0,2.88,5,High,Germany,0
20,6.4,3.83,3,Medium,USA,0
23,8.0,3.44,3,Medium,Canada,1
20,8.2,2.63,0,High,Canada,0
31,5.7,2.67,0,Medium,Canada,0
34,8.7,2.91,0,Medium,Canada,0
20,8.1,2.06,1,Medium,UK,0
29,8.4,3.98,4,Medium,UK,1
33,5.6,2.94,4,Medium,UK,0
25,5.6,3.55,0,High,UK,0
24,6.2,2.32,0,Medium,UK,0
33,5.3,3.22,1,High,USA,0
30,5.4,2.76,1,High,Australia,0
34,5.6,3.78,3,Medium,UK,0
23,7.8,3.87,1,High,USA,1
32,5.1,3.25,0,High,Germany,0
30,5.3,2.12,4,High,Canada,0
22,8.8,2.93,2,Medium,UK,0
20,5.3,2.03,1,Medium,Australia,0
25,7.1,3.04,2,Medium,Canada,1
21,7.6,3.0,0,Medium,Australia,0
27,8.8,2.83,5,Low,Canada,0
29,8.6,2.67,3,High,Canada,0
24,6.8,3.16,0,Low,USA,0
26,8.8,2.35,1,Medium,USA,0
29,6.7,2.05,5,Medium,Australia,0
31,7.7,3.57,5,Medium,Germany,1
21,6.0,3.57,3,Low,UK,0
32,7.5,3.16,3,Medium,UK,1
27,7.2,3.66,4,Medium,USA,1
21,7.4,3.03,0,Medium,UK,0
23,7.7,2.01,0,High,Australia,0
20,5.7,2.3,2,Medium,UK,0
34,6.2,2.92,4,Medium,Canada,0
24,7.9,3.72,2,Low,UK,0
28,5.7,2.45,1,Medium,Canada,0
20,6.4,2.07,2,Low,UK,0
28,7.7,2.83,2,Medium,USA,0
30,8.8,2.13,3,Medium,USA,0
34,5.3,3.1,2,High,USA,0
27,7.1,2.11,3,Medium,USA,0
25,5.3,2.03,1,Medium,Canada,0
26,6.5,3.89,2,Low,Canada,0
22,5.7,3.33,4,Low,USA,0
33,7.6,2.24,1,Low,UK,0
34,8.0,3.11,3,High,Canada,1
20,6.0,2.52,4,High,Australia,0
24,7.9,3.52,1,Low,UK,0
33,6.8,3.63,0,Low,Canada,0
31,6.1,3.02,0,High,Australia,0
31,7.1,2.82,1,Medium,USA,0
21,6.5,2.63,1,Medium,Germany,0
33,5.9,2.07,2,Low,UK,0
24,8.0,3.12,2,High,USA,1
27,8.2,3.02,1,Medium,Australia,1
30,8.2,2.43,4,Medium,Germany,0
28,6.5,3.06,3,High,UK,0
