job_role,education_level,experience_years,skills,certifications,salary_range,location,target
ML Engineer,PhD,13,"DL, HTML, Excel, Cloud",Yes,High,UK,1
Business Analyst,Masters,12,"ML, Security",No,Low,Canada,1
Web Developer,Masters,1,"R, Networking, Excel",No,Low,Canada,0
Web Developer,PhD,9,"Security, R",No,Low,Germany,1
Data Scientist,PhD,14,"R, Python",Yes,Low,Germany,1
Database Admin,Masters,6,"ML, Excel",Yes,Low,Remote,1
DevOps Engineer,PhD,2,"ML, Networking",Yes,Low,Canada,1
Research Scientist,Bachelors,11,"ML, JS, DL",Yes,Medium,USA,1
Web Developer,Bootcamp,8,"Python, DL, Networking, CSS",Yes,Low,India,1
DevOps Engineer,Masters,11,"R, SQL",Yes,High,Germany,1
AI Engineer,Masters,8,"Security, Cloud",No,Low,India,1
AI Engineer,Bachelors,5,"Python, ML",Yes,Low,Germany,1
Database Admin,Masters,5,"HTML, Networking, SQL",No,High,India,1
Data Scientist,PhD,11,"Networking, Python",No,Low,India,1
Database Admin,Masters,12,"R, DL",Yes,Medium,Remote,1
Research Scientist,Bachelors,14,"Networking, CSS",No,Low,Canada,0
Database Admin,Masters,5,"CSS, HTML",No,High,India,1
DevOps Engineer,PhD,10,"ML, HTML",No,Low,Germany,1
Business Analyst,Bachelors,3,"DL, R, SQL, CSS",Yes,Medium,Germany,1
Web Developer,Bachelors,2,"DL, R",Yes,Low,UK,1
DevOps Engineer,Bootcamp,1,"Security, Excel, Python, R",Yes,Medium,Germany,0
Database Admin,Bootcamp,8,"Networking, SQL",Yes,Low,India,1
Web Developer,Bootcamp,13,"R, Security, Cloud, Excel",Yes,High,USA,1
AI Engineer,Bachelors,14,"Cloud, R",No,Low,USA,0
Data Scientist,Bootcamp,4,"JS, ML, Excel",Yes,Medium,Germany,1
Data Scientist,PhD,5,"Excel, HTML, DL, JS",Yes,High,India,1
Web Developer,PhD,6,"Python, JS",No,High,Remote,1
Data Scientist,Masters,10,"R, ML, SQL",Yes,High,USA,1
ML Engineer,Bachelors,7,"DL, Python, Excel",No,Low,USA,1
Data Scientist,Bootcamp,11,"HTML, Security",Yes,Medium,UK,1
DevOps Engineer,Bachelors,7,"Cloud, JS, Security",No,Low,USA,0
Research Scientist,Masters,11,"R, ML, Networking",No,High,UK,1
ML Engineer,Masters,7,"JS, Security, Networking",No,High,USA,1
Data Scientist,Bachelors,11,"Excel, SQL, Security",Yes,Medium,USA,1
Database Admin,Masters,11,"Security, Cloud",Yes,High,UK,1
Research Scientist,Bachelors,8,"ML, Python, R, Security",Yes,Low,Remote,1
ML Engineer,PhD,5,"Security, Networking, ML, Python",Yes,Low,Canada,1
AI Engineer,PhD,0,"Networking, DL",No,High,Canada,1
Business Analyst,PhD,0,"Networking, JS",Yes,Low,India,1
Database Admin,PhD,3,"R, Cloud",No,Medium,USA,0
ML Engineer,Masters,11,"Cloud, DL",No,Medium,Canada,1
DevOps Engineer,PhD,12,"Cloud, DL, CSS",Yes,High,India,1
Cybersecurity Analyst,Bachelors,2,"DL, Security",No,Low,India,0
Business Analyst,Bachelors,5,"Cloud, HTML, JS",No,Medium,India,0
DevOps Engineer,Bachelors,2,"Security, R",Yes,Medium,USA,0
Web Developer,PhD,14,"SQL, ML",No,Low,Canada,1
Business Analyst,Bachelors,1,"R, JS, ML",No,High,USA,0
Data Scientist,PhD,7,"SQL, Excel, Python",No,High,Remote,1
Data Scientist,Masters,1,"SQL, R, Networking, Security",Yes,Low,USA,1
Cloud Engineer,PhD,12,"JS, Excel",No,Medium,USA,1
Database Admin,Bootcamp,6,"HTML, R",No,High,Remote,1
Research Scientist,Masters,5,"JS, CSS",No,High,Remote,0
ML Engineer,PhD,1,"SQL, Networking, R, JS",No,High,Remote,0
AI Engineer,Masters,0,"DL, Networking, HTML, CSS",No,Low,Canada,1
ML Engineer,Bachelors,4,"CSS, DL, SQL",No,High,Canada,0
Cybersecurity Analyst,Masters,14,"SQL, Cloud",Yes,High,India,1
Research Scientist,PhD,5,"Python, SQL, Security, HTML",Yes,High,Remote,1
Research Scientist,PhD,10,"Excel, DL",Yes,High,USA,1
Data Scientist,PhD,12,"R, CSS",Yes,Low,Remote,1
DevOps Engineer,PhD,1,"Security, ML",Yes,High,UK,1
AI Engineer,Masters,2,"Security, Networking, JS, Python",Yes,Medium,UK,1
Cybersecurity Analyst,PhD,0,"Cloud, DL",No,Medium,USA,1
Cybersecurity Analyst,Bootcamp,6,"ML, Security, Cloud",Yes,Low,USA,1
ML Engineer,PhD,11,"DL, R",No,Low,Canada,1
Web Developer,PhD,4,"R, Cloud, Excel, Networking",No,Medium,Remote,0
Database Admin,Masters,4,"Security, HTML, SQL",No,High,UK,1
Web Developer,PhD,2,"DL, Security",No,Medium,India,1
Web Developer,PhD,6,"DL, ML",Yes,Medium,India,1
Database Admin,Masters,4,"HTML, CSS",No,Low,Remote,1
Cloud Engineer,Masters,9,"ML, JS, Excel",No,Medium,USA,1
DevOps Engineer,Masters,2,"SQL, Cloud",No,Low,India,0
Web Developer,Bachelors,4,"JS, HTML, CSS",No,Low,Remote,0
Data Scientist,Masters,8,"Excel, Networking, SQL",Yes,Low,Germany,1
Cloud Engineer,Masters,0,"R, JS, Excel, Python",No,Medium,India,0
Business Analyst,Masters,12,"DL, SQL",Yes,Low,UK,1
Business Analyst,Bootcamp,3,"ML, HTML, Cloud",No,Low,Canada,0
DevOps Engineer,Masters,0,"R, JS",Yes,Medium,USA,1
Business Analyst,PhD,7,"Python, SQL, Security",No,High,Canada,1
DevOps Engineer,Bachelors,11,"R, Security, Cloud, ML",Yes,Medium,UK,1
Business Analyst,Masters,7,"DL, Cloud, Networking, Security",Yes,High,Germany,1
DevOps Engineer,PhD,9,"Security, CSS, SQL",Yes,Medium,Germany,1
DevOps Engineer,Bachelors,1,"JS, ML, R",No,Medium,Germany,0
Business Analyst,PhD,5,"HTML, Excel, R, CSS",No,High,Canada,1
Cloud Engineer,Bootcamp,10,"HTML, ML, Python",Yes,High,USA,1
ML Engineer,PhD,11,"R, HTML",No,High,UK,1
DevOps Engineer,Bachelors,5,"Security, R",Yes,Low,Germany,0
Data Scientist,Masters,13,"Security, JS, ML",Yes,High,Remote,1
ML Engineer,Bachelors,10,"ML, DL",No,Low,Canada,1
DevOps Engineer,Bootcamp,0,"DL, ML, Networking, Security",No,Medium,Remote,0
ML Engineer,Bachelors,14,"Python, CSS, DL, HTML",No,Medium,India,1
Web Developer,Masters,14,"JS, DL",Yes,High,Germany,1
DevOps Engineer,Bootcamp,4,"ML, DL, R",Yes,Low,USA,1
Web Developer,PhD,1,"Python, JS, ML, Excel",No,High,India,1
AI Engineer,PhD,2,"DL, JS, SQL, HTML",Yes,Medium,UK,1
Web Developer,Masters,5,"Networking, DL, ML",Yes,Low,India,1
AI Engineer,Bachelors,5,"Excel, ML, Networking",No,Low,USA,0
Research Scientist,PhD,1,"JS, DL, CSS",No,Low,USA,1
Business Analyst,Bachelors,13,"HTML, ML, Excel, JS",No,Medium,Germany,1
Business Analyst,Bachelors,10,"JS, Security, R, Cloud",Yes,High,Germany,1
DevOps Engineer,Bootcamp,14,"DL, SQL, R",No,Medium,USA,1
Web Developer,Masters,3,"JS, ML",Yes,Low,India,1
Research Scientist,Masters,5,"JS, HTML",Yes,Low,UK,1
Web Developer,Masters,7,"SQL, CSS, Cloud, Python",No,High,Canada,1
ML Engineer,Bootcamp,11,"JS, CSS, Security",No,Medium,India,0
Business Analyst,Masters,6,"Python, SQL, HTML",Yes,High,Canada,1
AI Engineer,Bachelors,2,"DL, Excel",No,High,Germany,0
DevOps Engineer,Masters,4,"Security, SQL",No,High,UK,0
Cloud Engineer,Bootcamp,3,"Security, DL, R",Yes,Low,India,1
DevOps Engineer,Bootcamp,7,"R, Security",Yes,Low,Remote,1
Research Scientist,Bootcamp,9,"Security, Python",Yes,Low,India,1
Web Developer,PhD,11,"CSS, Networking",Yes,High,Germany,1
Database Admin,PhD,1,"ML, Excel, DL",No,Low,Remote,1
AI Engineer,Masters,4,"Python, Security, DL",No,High,Remote,1
Cybersecurity Analyst,PhD,12,"ML, Python, Security",Yes,Medium,UK,1
Business Analyst,Masters,10,"DL, HTML, CSS, Cloud",No,Medium,Remote,1
Data Scientist,Bootcamp,10,"Excel, HTML, DL, Security",Yes,Low,USA,1
Cloud Engineer,PhD,14,"Cloud, Excel",Yes,High,Canada,1
Research Scientist,Masters,6,"ML, DL, Python, SQL",No,Low,USA,1
Database Admin,Bachelors,14,"Cloud, ML, R, HTML",No,Medium,Germany,1
Web Developer,PhD,5,"CSS, Python",Yes,Medium,USA,1
Research Scientist,Masters,2,"Python, SQL, ML, R",Yes,High,India,1
Business Analyst,Bootcamp,10,"JS, Networking",Yes,Low,Remote,1
Database Admin,Bootcamp,1,"DL, JS",No,Low,USA,0
Data Scientist,PhD,9,"Excel, SQL, JS, Networking",Yes,High,Remote,1
DevOps Engineer,PhD,2,"Networking, Excel",No,High,Germany,0
Business Analyst,Bachelors,4,"JS, Cloud, CSS",Yes,Low,Germany,0
Cloud Engineer,PhD,11,"HTML, SQL, ML",No,Medium,UK,1
Cloud Engineer,Bootcamp,12,"R, HTML, DL",No,Low,USA,1
Data Scientist,Bootcamp,4,"Security, SQL, CSS",No,High,Canada,0
AI Engineer,Bachelors,0,"SQL, Python",No,Low,Germany,0
Cybersecurity Analyst,Bootcamp,8,"Networking, CSS, Security",No,High,Canada,0
AI Engineer,Bootcamp,13,"HTML, R, ML",Yes,Low,USA,1
Cloud Engineer,Bootcamp,0,"JS, Networking, DL",No,High,USA,0
Web Developer,Bootcamp,9,"Cloud, Security",No,Low,Remote,0
Research Scientist,Bootcamp,10,"Cloud, Excel",Yes,High,India,1
Web Developer,Bachelors,9,"Security, SQL",No,Medium,Remote,0
Business Analyst,Bachelors,14,"Networking, Security",Yes,High,USA,1
Business Analyst,Bachelors,5,"ML, SQL, Security, Networking",Yes,High,UK,1
Cloud Engineer,Bachelors,7,"HTML, R, DL",No,Low,USA,1
Research Scientist,Bootcamp,10,"HTML, Cloud, Security, R",No,Low,Germany,1
Business Analyst,Bootcamp,12,"CSS, Networking",Yes,Medium,Germany,1
ML Engineer,Bootcamp,9,"Python, R",No,Medium,Canada,0
Business Analyst,PhD,7,"Cloud, ML",Yes,High,India,1
AI Engineer,PhD,2,"CSS, Cloud",No,Low,Germany,0
Cloud Engineer,Masters,3,"Cloud, SQL, DL, ML",No,Low,India,1
ML Engineer,Bachelors,14,"HTML, SQL, Networking, Excel",Yes,Medium,Canada,1
AI Engineer,Bootcamp,7,"Networking, Excel, Python",No,High,USA,1
ML Engineer,PhD,13,"SQL, R, Security",Yes,Medium,Canada,1
Research Scientist,PhD,11,"DL, SQL, R, Excel",Yes,Medium,Germany,1
Cybersecurity Analyst,Masters,13,"Cloud, Python, JS",Yes,Medium,Canada,1
Cybersecurity Analyst,Masters,12,"Python, SQL, ML",Yes,High,UK,1
ML Engineer,Masters,13,"Security, ML, CSS, Networking",No,High,USA,1
Research Scientist,Masters,7,"R, Excel, SQL, Cloud",No,High,UK,1
Web Developer,Bootcamp,6,"Excel, SQL, DL, Cloud",No,High,Germany,1
AI Engineer,PhD,14,"Python, DL, Excel, JS",Yes,Medium,USA,1
Cloud Engineer,Bootcamp,13,"ML, HTML, Python, SQL",Yes,Medium,Canada,1
DevOps Engineer,Masters,14,"R, JS",Yes,High,Canada,1
Business Analyst,Bootcamp,1,"DL, HTML, ML",No,Medium,USA,0
DevOps Engineer,Bootcamp,5,"SQL, Security, HTML, R",No,Low,Canada,0
ML Engineer,Masters,2,"SQL, Python, R, JS",Yes,Medium,India,1
Web Developer,PhD,8,"R, SQL, Security, Cloud",No,Medium,Germany,1
AI Engineer,Bootcamp,4,"Networking, Excel, HTML",Yes,Medium,Germany,1
Business Analyst,PhD,6,"JS, Excel",Yes,Medium,Canada,1
Database Admin,Bootcamp,0,"Python, Security, Excel, JS",Yes,Medium,USA,0
Research Scientist,Masters,5,"Python, ML, Security",No,High,Remote,1
Data Scientist,PhD,13,"HTML, ML",No,High,UK,1
ML Engineer,Bachelors,0,"DL, HTML",Yes,High,USA,1
DevOps Engineer,PhD,3,"Security, DL",No,High,USA,1
Web Developer,PhD,3,"Python, Security, SQL",No,Low,UK,0
AI Engineer,Bootcamp,2,"DL, R",No,High,Germany,0
Database Admin,PhD,12,"JS, Cloud, ML",No,Low,Germany,1
ML Engineer,Bachelors,14,"ML, Cloud, SQL, CSS",No,High,USA,1
Research Scientist,Bootcamp,5,"DL, R, Cloud",No,High,UK,0
Business Analyst,Masters,14,"Security, Python",No,Low,Germany,1
Database Admin,Bachelors,11,"Python, JS, Security, HTML",No,High,Germany,1
DevOps Engineer,PhD,9,"SQL, Python",Yes,High,Germany,1
Web Developer,Bootcamp,4,"JS, ML, Networking",Yes,Low,Germany,1
Data Scientist,PhD,3,"Security, Excel, CSS",No,High,Canada,0
Web Developer,Bachelors,1,"Networking, Excel, SQL, HTML",Yes,Medium,Canada,1
Cloud Engineer,PhD,7,"Excel, ML, DL, Python",Yes,Low,UK,1
Research Scientist,PhD,12,"DL, Networking, SQL",Yes,Medium,USA,1
Research Scientist,Masters,4,"R, Cloud",Yes,High,Germany,1
Research Scientist,Bootcamp,0,"Networking, SQL",No,Low,USA,0
Cybersecurity Analyst,Masters,5,"Networking, Excel",No,High,USA,0
DevOps Engineer,Masters,5,"Excel, JS, CSS",No,Low,India,0
Research Scientist,Bootcamp,6,"SQL, Excel, R",No,Low,Remote,0
Business Analyst,Bootcamp,10,"Excel, Cloud, CSS",Yes,Medium,Remote,1
ML Engineer,PhD,13,"R, DL, CSS",No,Low,USA,1
AI Engineer,Masters,14,"Security, DL, HTML, R",Yes,High,USA,1
ML Engineer,Bachelors,8,"Cloud, CSS, SQL, R",No,High,Germany,0
ML Engineer,Bachelors,2,"Python, Networking, HTML, Cloud",Yes,High,UK,1
Research Scientist,Bootcamp,14,"Security, ML",Yes,Medium,Remote,1
ML Engineer,Bachelors,3,"HTML, Security, Networking, Python",Yes,Low,UK,1
Data Scientist,Bootcamp,5,"R, Security, Cloud",Yes,Low,Canada,0
ML Engineer,Bachelors,3,"Python, HTML, Networking, SQL",Yes,Medium,Germany,1
DevOps Engineer,Bachelors,3,"R, Cloud, Networking, DL",Yes,Medium,Germany,1
Cybersecurity Analyst,Bachelors,5,"ML, DL, SQL",No,Low,Remote,0
ML Engineer,Bachelors,0,"Cloud, Python, DL",Yes,Medium,Germany,1
Cybersecurity Analyst,Masters,7,"CSS, JS, HTML",No,Medium,UK,1
Research Scientist,Bootcamp,2,"Python, R, Cloud",No,High,USA,0
Data Scientist,PhD,8,"JS, Cloud, Excel",No,Low,UK,1
ML Engineer,Bootcamp,14,"Excel, Networking, Python, HTML",Yes,Medium,USA,1
Cloud Engineer,Bachelors,7,"ML, Python, DL",Yes,Low,Germany,1
Research Scientist,Bachelors,2,"CSS, HTML",No,High,Remote,0
Data Scientist,PhD,11,"R, Cloud",Yes,High,Remote,1
Cloud Engineer,Bachelors,5,"HTML, ML, JS",Yes,High,USA,1
Data Scientist,Bootcamp,5,"R, CSS, Excel, SQL",Yes,High,UK,0
Cybersecurity Analyst,Masters,3,"Python, HTML",Yes,High,USA,1
ML Engineer,PhD,3,"JS, DL",No,Medium,UK,1
Data Scientist,Bachelors,11,"HTML, R, Excel, DL",Yes,Medium,Canada,1
AI Engineer,Masters,0,"SQL, R, Security",Yes,High,Canada,1
Business Analyst,Masters,13,"CSS, JS, Python",No,High,India,1
Research Scientist,PhD,4,"Python, ML, Excel",No,High,USA,1
ML Engineer,Bootcamp,10,"JS, Python, Networking, Security",Yes,Medium,Remote,1
ML Engineer,Masters,3,"CSS, Excel",No,Low,India,0
Cloud Engineer,PhD,10,"JS, SQL, R, Cloud",No,Medium,UK,1
ML Engineer,Bootcamp,0,"Excel, HTML, Python",No,Medium,UK,0
Data Scientist,Masters,1,"SQL, Networking, ML",No,Medium,Canada,1
Research Scientist,Bachelors,4,"Cloud, Excel, Networking, ML",Yes,Medium,Canada,1
Web Developer,Masters,9,"DL, ML, Networking",No,High,Germany,1
ML Engineer,Bachelors,12,"JS, Networking, DL",No,Low,India,1
Data Scientist,Bootcamp,3,"HTML, Python",No,Low,India,0
Business Analyst,Masters,14,"Security, Networking",No,High,UK,1
DevOps Engineer,Masters,8,"Python, DL",Yes,High,USA,1
Research Scientist,Bootcamp,8,"HTML, DL, SQL, Networking",No,Low,Remote,1
Database Admin,Bootcamp,14,"HTML, ML, CSS",Yes,Low,Germany,1
Cloud Engineer,Bootcamp,6,"Networking, SQL, HTML, Excel",No,Medium,Canada,1
Cybersecurity Analyst,Masters,13,"SQL, Excel, Python, R",Yes,Low,Germany,1
Database Admin,Bootcamp,0,"Networking, Security",No,Low,UK,0
Web Developer,Bachelors,13,"Cloud, Networking, JS",Yes,High,UK,1
DevOps Engineer,Masters,13,"Excel, ML",No,Low,Germany,1
Research Scientist,Bootcamp,7,"ML, HTML, Excel, Python",No,High,USA,1
DevOps Engineer,PhD,8,"Python, JS, CSS",No,Low,Germany,1
Cybersecurity Analyst,Bootcamp,11,"ML, SQL, Networking, CSS",No,Medium,Germany,1
AI Engineer,Bootcamp,2,"Networking, HTML",Yes,High,UK,1
ML Engineer,Masters,7,"SQL, Security, Networking",No,Medium,Remote,1
AI Engineer,Masters,11,"Excel, CSS",No,Low,Remote,1
Web Developer,Bachelors,7,"Cloud, CSS, DL, Python",No,Low,USA,1
ML Engineer,Bachelors,8,"Python, Security",Yes,High,Canada,1
Business Analyst,Bootcamp,13,"Cloud, JS, Security",No,Low,India,0
Data Scientist,Bootcamp,2,"Cloud, Python",Yes,Low,Canada,0
Cloud Engineer,PhD,4,"SQL, Python",No,Low,Remote,0
AI Engineer,Masters,2,"DL, ML, JS, Networking",Yes,Medium,Germany,1
Data Scientist,Bootcamp,13,"Python, HTML, Security",No,Low,UK,1
ML Engineer,Bootcamp,13,"ML, HTML",Yes,Medium,Germany,1
AI Engineer,Bootcamp,12,"DL, JS, HTML",Yes,Low,UK,1
Database Admin,Masters,8,"Excel, Security, Cloud",No,High,India,1
Database Admin,Bootcamp,7,"R, ML, JS, Security",No,Medium,Germany,1
Cloud Engineer,Bachelors,7,"R, Networking, Excel",Yes,Medium,Remote,1
Cybersecurity Analyst,Bootcamp,2,"ML, DL",Yes,Low,India,1
DevOps Engineer,Bootcamp,5,"CSS, JS",No,Low,Remote,0
Business Analyst,PhD,6,"HTML, DL, JS, Excel",Yes,Low,India,1
Data Scientist,Bachelors,14,"Networking, Security",No,High,UK,0
ML Engineer,Masters,8,"HTML, R",Yes,Low,UK,1
Data Scientist,Bootcamp,0,"Security, SQL, Networking, R",Yes,Medium,Germany,0
Cloud Engineer,Bootcamp,6,"Security, DL, ML",Yes,Medium,India,1
Data Scientist,PhD,13,"R, Networking",No,Medium,USA,1
ML Engineer,Bachelors,7,"Excel, Cloud, ML, HTML",No,High,UK,1
Research Scientist,PhD,6,"R, HTML, SQL, Excel",Yes,High,India,1
Research Scientist,PhD,5,"Excel, CSS, Cloud",Yes,High,Germany,1
ML Engineer,Masters,2,"Networking, DL, Security, JS",No,Low,Remote,1
DevOps Engineer,Bootcamp,2,"Cloud, Python, SQL",No,High,Canada,0
Cybersecurity Analyst,Bachelors,3,"SQL, Excel, CSS, R",No,Medium,India,0
Web Developer,Bachelors,14,"DL, R",No,High,Canada,1
Web Developer,Masters,0,"Networking, HTML, R",Yes,Medium,Germany,1
Cybersecurity Analyst,PhD,6,"DL, Networking, CSS, Security",No,High,USA,1
AI Engineer,Bachelors,3,"R, CSS",Yes,Medium,USA,0
Database Admin,Bachelors,5,"Python, DL",Yes,Low,USA,1
Web Developer,Bootcamp,0,"Networking, SQL",Yes,Medium,Canada,0
DevOps Engineer,Bachelors,4,"JS, Python, R, Security",No,Low,Remote,0
Data Scientist,Bachelors,6,"Networking, HTML",Yes,Medium,Remote,1
ML Engineer,Masters,13,"Cloud, JS, Security",Yes,Low,USA,1
Business Analyst,Bootcamp,1,"Security, Python, R",No,Medium,USA,0
Cybersecurity Analyst,Masters,4,"Networking, Security, Python, R",No,Low,USA,0
AI Engineer,Masters,9,"Excel, Cloud",No,Low,USA,1
Cybersecurity Analyst,Bachelors,5,"Networking, HTML, JS",No,Low,Canada,0
Research Scientist,Masters,12,"Security, Cloud, R, ML",Yes,Medium,Germany,1
Business Analyst,Bootcamp,14,"Security, Cloud",No,Low,UK,0
AI Engineer,Masters,7,"Excel, Python, Networking, R",Yes,High,India,1
Business Analyst,Masters,12,"Security, Cloud",No,High,Remote,1
Data Scientist,Bootcamp,12,"CSS, ML, Networking, JS",Yes,Low,India,1
Database Admin,PhD,3,"Networking, R",Yes,Medium,India,1
DevOps Engineer,PhD,1,"Python, HTML, Excel, Security",No,High,Germany,1
Data Scientist,Bootcamp,14,"JS, DL, ML, R",Yes,Medium,Canada,1
AI Engineer,Bootcamp,2,"Python, R, ML",Yes,Medium,Germany,1
AI Engineer,PhD,10,"ML, Excel, Python, JS",Yes,Low,Remote,1
Business Analyst,PhD,4,"Security, Python, R, DL",Yes,High,Remote,1
Research Scientist,PhD,13,"JS, ML, Cloud",Yes,High,Canada,1
AI Engineer,Bootcamp,7,"DL, Excel, Security",No,High,Canada,1
AI Engineer,Bachelors,5,"Python, HTML, CSS, R",Yes,Low,UK,1
Database Admin,Masters,14,"Python, JS, ML",No,Medium,Germany,1
DevOps Engineer,Masters,13,"SQL, HTML, ML, DL",Yes,Medium,India,1
Cloud Engineer,Bootcamp,11,"Excel, DL, HTML",Yes,Medium,Canada,1
Database Admin,PhD,12,"Excel, JS, R",No,High,Canada,1
Web Developer,Bachelors,1,"JS, Excel",Yes,High,India,0
Database Admin,Bootcamp,0,"Excel, SQL, Security, Python",No,Low,UK,0
ML Engineer,Bootcamp,7,"SQL, Cloud, CSS, Networking",No,Medium,USA,0
Cloud Engineer,PhD,11,"ML, Networking",Yes,Medium,Germany,1
Research Scientist,Masters,7,"R, HTML",No,Low,UK,1
Cybersecurity Analyst,PhD,7,"DL, HTML, SQL, Python",No,High,UK,1
ML Engineer,PhD,9,"Security, R",Yes,High,Remote,1
Data Scientist,Bootcamp,11,"R, Python, Cloud, JS",Yes,Low,Canada,1
Database Admin,Bachelors,9,"HTML, Excel",No,High,Germany,1
Cloud Engineer,Masters,5,"R, Networking, JS, Excel",No,Low,Remote,0
AI Engineer,Masters,12,"HTML, CSS, ML",Yes,Medium,India,1
Research Scientist,Bootcamp,7,"R, CSS",Yes,Low,Germany,1
Web Developer,Bachelors,5,"Security, DL, JS, Python",Yes,High,Remote,1
ML Engineer,Masters,6,"ML, R",Yes,Medium,India,1
Database Admin,Bootcamp,13,"Networking, Security",No,Medium,Canada,0
Cybersecurity Analyst,PhD,4,"HTML, CSS, ML",Yes,High,USA,1
AI Engineer,PhD,13,"ML, Excel, Cloud",Yes,High,India,1
Business Analyst,Bootcamp,6,"R, Excel",Yes,High,Remote,1
Research Scientist,Masters,0,"Networking, Cloud, Security, HTML",No,Medium,UK,1
Data Scientist,Masters,5,"Python, R, Security, JS",No,Medium,UK,0
AI Engineer,Masters,2,"HTML, SQL, Networking, CSS",No,Medium,UK,1
ML Engineer,PhD,4,"Python, Security, CSS, JS",No,High,UK,1
Database Admin,Masters,8,"DL, Networking",Yes,High,USA,1
DevOps Engineer,Bootcamp,8,"Cloud, Networking, HTML",No,Medium,Germany,1
Database Admin,Masters,3,"DL, Cloud",No,Medium,Germany,1
Research Scientist,Bachelors,4,"Security, DL, Python",Yes,Low,USA,1
Research Scientist,Bootcamp,8,"Python, DL, ML, SQL",Yes,High,Remote,1
Data Scientist,Bachelors,14,"CSS, ML",No,Medium,USA,1
DevOps Engineer,Bootcamp,9,"DL, CSS, HTML, JS",Yes,Low,India,1
Business Analyst,PhD,5,"JS, Excel, CSS",No,Medium,Canada,0
Business Analyst,PhD,6,"Python, HTML, ML",No,Low,Remote,1
Cybersecurity Analyst,PhD,10,"Excel, Cloud, Security",Yes,Medium,USA,1
AI Engineer,PhD,10,"CSS, Networking",Yes,Medium,Canada,1
DevOps Engineer,Masters,10,"Excel, Security, HTML, JS",Yes,Low,India,1
Database Admin,Bachelors,11,"ML, DL, JS, HTML",No,Low,UK,1
Data Scientist,PhD,2,"Excel, ML, HTML",Yes,Medium,Remote,1
Database Admin,PhD,7,"Security, Excel",Yes,Low,India,1
AI Engineer,Bachelors,6,"HTML, CSS, R",Yes,Low,India,1
Web Developer,Bootcamp,4,"Python, Excel",Yes,Low,Remote,0
DevOps Engineer,Bachelors,0,"DL, Cloud",No,High,India,0
Data Scientist,PhD,14,"R, Networking, Security, Python",Yes,Low,India,1
Cybersecurity Analyst,PhD,5,"Cloud, JS, CSS",No,Medium,UK,0
Business Analyst,Bootcamp,11,"JS, CSS, SQL",Yes,Low,USA,1
Web Developer,Bootcamp,4,"JS, DL",Yes,Low,Remote,1
Cybersecurity Analyst,Bootcamp,6,"Cloud, Python",No,Low,USA,0
DevOps Engineer,PhD,3,"Networking, Security",Yes,Low,USA,1
DevOps Engineer,PhD,0,"HTML, R, Python",No,Low,Germany,1
Cybersecurity Analyst,Masters,5,"Excel, Networking, Cloud, HTML",No,High,USA,1
Cybersecurity Analyst,Bootcamp,12,"HTML, ML",Yes,Low,Germany,1
DevOps Engineer,Bootcamp,6,"HTML, DL",Yes,Medium,Remote,1
Research Scientist,Bachelors,12,"R, Excel, JS",No,High,India,0
AI Engineer,Bootcamp,6,"DL, Networking, Python, JS",No,Medium,Germany,1
ML Engineer,Bachelors,10,"Python, R, DL, ML",Yes,Medium,UK,1
Web Developer,Masters,13,"Networking, JS, Python",No,High,India,1
ML Engineer,Bachelors,12,"DL, Cloud",No,Medium,UK,1
Cloud Engineer,Bootcamp,12,"DL, SQL",Yes,High,Canada,1
Business Analyst,Bachelors,13,"ML, DL, JS, Security",Yes,Medium,Germany,1
Database Admin,Bachelors,1,"JS, R",No,High,UK,0
AI Engineer,Bootcamp,13,"HTML, Excel, ML, Networking",Yes,High,India,1
Database Admin,PhD,14,"Networking, Python, DL",No,High,Germany,1
Cloud Engineer,PhD,1,"Security, DL, Excel",No,Low,UK,1
Business Analyst,Bootcamp,11,"DL, CSS",Yes,High,Remote,1
Cybersecurity Analyst,Bachelors,1,"Cloud, Networking, R",No,Low,Canada,0
Data Scientist,Bachelors,5,"SQL, Python, Excel, R",Yes,Low,India,0
DevOps Engineer,Masters,14,"Security, Python",Yes,Medium,India,1
