Year,Country,CO2_Emissions,Temperature_Anomaly,Sea_Level_Rise_mm,Deforestation_Rate,Renewable_Energy_%,Population_Millions,Urbanization_%,Greenhouse_Gases_ppm,Climate_Risk_Level
1983,India,5908.69,1.25,3.18,3.12,30.51,942.68,52.37,417.63,Medium
2014,Canada,4808.67,1.477,3.57,4.98,31.75,107.63,78.76,412.05,High
1996,Germany,7762.03,1.616,3.14,2.58,34.4,241.68,86.74,425.92,High
2023,Russia,2615.25,1.007,1.55,3.31,31.0,1083.85,51.48,388.34,Low
2007,UK,5053.53,0.932,3.75,4.67,27.66,1002.09,21.2,422.62,High
2009,Pakistan,6227.17,0.632,2.67,0.58,13.55,1261.22,23.95,397.48,High
2008,Russia,4000.09,1.146,3.18,2.67,49.63,59.82,79.28,381.19,Low
1985,Brazil,2911.41,1.459,5.45,3.93,32.11,382.75,81.97,386.71,High
2014,Australia,7172.24,0.963,2.02,1.91,17.69,1156.84,73.99,420.12,High
2020,USA,3740.87,1.265,3.61,2.94,56.18,473.22,25.52,396.84,Medium
2016,Russia,6565.76,0.198,4.8,3.53,39.39,241.16,21.9,437.64,High
2003,Russia,3613.8,0.71,3.72,3.82,25.26,464.88,71.24,402.82,High
2008,Russia,4521.66,1.169,3.1,1.32,51.15,939.07,64.55,363.51,Low
2010,India,6135.82,0.545,4.43,1.02,40.15,442.08,35.25,452.42,High
2014,Pakistan,5530.87,0.762,4.13,4.6,45.45,1013.89,33.38,355.65,High
2012,Pakistan,3602.8,0.79,5.89,0.12,38.51,1325.28,50.39,366.68,Medium
2000,Pakistan,5795.88,1.164,0.82,4.02,44.8,971.78,45.32,376.54,High
2011,Germany,1741.53,1.045,4.17,1.11,20.71,1260.41,61.08,397.64,Medium
2002,India,3199.53,0.836,2.61,3.82,21.28,646.15,69.13,449.22,High
2012,UK,7618.35,0.846,4.53,2.68,50.48,1296.26,29.74,416.97,High
1982,Australia,4745.45,0.688,2.1,2.5,59.98,1006.65,88.93,386.19,Low
1997,Germany,6076.89,1.016,5.8,1.72,27.43,112.83,40.18,392.34,High
2004,India,6033.41,1.148,1.95,4.62,23.65,287.72,86.47,401.67,High
2021,USA,4483.86,1.245,1.73,0.9,12.94,564.11,22.15,414.15,Medium
2010,Russia,5175.96,1.514,1.13,0.27,33.54,657.15,25.97,388.52,Medium
1982,Pakistan,3240.96,1.17,1.73,2.76,54.88,866.77,60.04,416.97,Low
2019,Russia,5194.83,0.693,3.89,0.52,23.7,1020.18,70.23,399.88,Medium
2003,India,4264.27,1.165,5.21,2.89,36.9,43.25,79.26,410.29,Medium
2011,China,8137.63,0.579,1.88,2.61,34.78,315.62,52.31,431.61,High
2001,Brazil,3948.2,0.953,3.35,3.35,40.73,13.76,24.31,418.99,Low
2002,Germany,5770.01,1.032,1.51,4.34,34.24,738.39,43.24,396.99,High
1981,UK,4589.69,1.235,0.15,1.79,16.5,1289.89,88.7,388.8,Medium
2006,Pakistan,6220.14,1.222,2.72,2.96,16.88,229.64,83.9,414.76,High
2021,USA,2965.15,0.942,5.23,2.52,21.45,38.94,40.25,388.18,Medium
1981,Germany,4801.97,1.003,0.57,0.89,21.67,87.89,83.63,414.08,Low
2005,Australia,5888.6,1.277,3.84,1.94,38.62,688.38,69.77,400.55,Medium
1996,UK,5352.92,0.662,1.73,2.57,41.88,1291.01,44.83,402.68,Low
2019,Australia,5743.63,1.348,2.03,0.41,14.85,413.51,88.17,380.38,Medium
2012,Pakistan,3756.2,1.144,2.92,1.05,31.92,182.27,54.74,413.18,Low
1988,Australia,4480.18,0.442,3.56,2.26,37.58,538.79,75.84,399.07,Low
2022,India,4971.71,1.093,1.59,3.14,53.88,1239.31,54.48,414.83,Low
2018,Brazil,6169.83,1.331,3.62,3.11,28.57,168.01,45.37,407.57,High
2008,Australia,7095.31,1.606,3.76,1.18,44.21,162.77,66.82,389.15,High
2021,China,2212.49,0.849,2.18,4.78,48.95,258.17,58.86,443.25,High
2005,UK,4520.69,1.165,2.35,1.34,13.29,54.29,68.77,443.65,Low
2014,China,4011.61,1.179,2.12,2.33,55.81,296.39,23.02,408.72,Low
2004,Brazil,3840.0,1.178,4.76,2.69,27.38,1369.52,21.86,393.62,Medium
2003,USA,5399.96,0.947,3.8,1.79,15.34,1099.94,39.2,366.0,Low
1992,Brazil,5048.85,0.99,2.78,2.73,53.19,1051.59,44.7,412.95,Low
1986,Canada,3317.08,0.902,3.19,1.89,59.21,957.57,56.66,400.53,Low
2015,Germany,3243.58,1.082,4.76,2.56,23.19,1221.53,22.76,439.58,Medium
2024,China,5692.79,1.171,4.5,2.96,17.63,129.72,43.26,424.06,Medium
1999,India,3362.67,0.756,4.9,0.58,45.32,457.53,41.75,435.21,Medium
1980,USA,3957.83,1.145,3.72,3.55,10.49,985.48,64.84,468.37,High
1987,Canada,6385.12,1.136,3.38,3.72,49.76,1115.37,70.33,433.5,High
1995,Brazil,5258.56,1.024,1.63,0.41,39.72,1157.29,80.89,373.18,Low
1993,Pakistan,7321.44,0.806,4.13,0.23,58.81,1372.63,23.66,383.95,High
1991,Germany,4839.53,0.676,5.13,3.75,43.68,788.25,35.82,446.32,High
2002,Australia,8349.37,0.524,2.77,4.76,27.84,310.11,40.45,413.53,High
1994,Russia,4724.42,0.622,4.86,1.94,33.08,307.97,26.09,384.68,Medium
2007,UK,6796.7,0.606,2.87,4.47,27.79,820.25,83.04,352.7,High
2013,Pakistan,3740.13,1.189,4.17,4.27,46.35,987.02,66.82,381.95,High
1981,China,4024.75,0.24,3.76,1.01,48.97,812.82,61.06,430.52,Low
2011,USA,7537.63,1.043,2.74,2.98,20.95,1002.87,58.69,423.94,High
2002,USA,3957.05,0.621,2.9,0.08,33.03,429.13,30.85,394.78,Low
2001,Russia,4673.96,1.212,2.61,4.41,24.09,644.66,88.28,366.26,High
2004,USA,4007.82,1.493,2.16,2.6,25.21,527.36,64.61,435.51,Medium
2001,India,6686.57,1.109,3.62,4.79,49.41,730.5,27.42,398.91,High
2001,China,3186.08,1.264,2.62,1.74,13.0,794.28,61.8,401.87,Medium
2021,Brazil,6961.25,1.153,3.7,0.12,38.7,960.12,37.0,432.81,High
1985,USA,5367.08,0.583,4.69,1.43,30.74,60.3,43.91,398.75,Medium
1994,USA,5279.69,1.232,3.38,1.67,32.39,1076.69,32.65,372.09,Medium
2022,Brazil,4913.69,1.148,2.81,2.46,42.26,1243.71,78.56,410.69,Low
2016,Brazil,6876.18,1.144,4.36,0.77,35.82,1262.37,36.41,415.38,High
2012,Canada,4671.15,1.035,2.61,3.38,25.22,793.87,62.66,455.73,Low
1987,Germany,3933.51,0.835,3.61,0.38,54.93,902.18,84.03,365.39,Low
2023,Germany,5780.65,1.083,-0.04,1.16,36.01,779.36,54.4,390.87,Low
2023,Germany,4871.87,1.331,4.26,0.03,46.8,596.78,50.96,399.35,Medium
1984,Russia,7941.22,0.77,4.1,2.7,56.51,141.69,59.59,370.82,High
2018,USA,6367.74,0.96,0.76,1.07,59.74,231.59,43.76,402.76,High
1983,Russia,5520.27,0.904,2.32,3.0,30.2,286.6,25.53,405.31,Low
1985,Pakistan,7151.21,1.052,2.07,2.82,17.21,336.31,42.51,430.41,High
2024,Germany,2823.71,1.229,3.04,3.93,53.5,1072.42,27.21,399.69,High
2011,USA,5841.6,1.054,1.72,3.49,32.0,544.96,58.38,391.66,Low
2009,Canada,5153.1,1.435,3.41,0.24,16.6,197.62,22.38,405.13,Medium
2014,Russia,4694.93,0.87,5.32,2.59,42.82,915.84,82.16,376.63,Medium
2019,Brazil,4578.56,1.201,3.27,4.31,39.83,441.99,22.83,369.33,High
1995,Russia,6669.88,0.882,4.61,0.33,16.89,910.44,28.74,420.59,High
1992,USA,2207.64,0.698,3.36,4.76,15.8,124.66,72.14,379.79,High
2021,Russia,5708.75,1.44,1.72,4.96,57.18,22.25,83.42,422.9,High
2009,UK,2854.34,0.937,3.14,2.12,43.44,1342.97,60.67,411.35,Low
1998,Brazil,4633.1,0.771,0.74,1.58,56.06,170.42,56.5,434.32,Low
1996,Australia,4924.54,0.864,3.5,4.23,25.36,14.14,70.07,419.37,High
1998,Canada,7424.71,1.27,3.02,4.34,40.33,1252.11,80.55,452.43,High
2007,Pakistan,4199.66,1.369,5.31,4.12,25.32,1111.78,79.66,420.58,High
2005,Brazil,5081.53,1.434,4.02,4.05,57.55,223.08,77.47,396.67,High
2016,Germany,3156.8,0.883,3.09,3.4,23.58,408.9,71.51,425.75,Low
2005,India,5758.73,0.954,2.58,0.17,34.21,1304.01,28.61,426.28,Low
2002,China,3003.46,1.064,3.82,2.89,45.42,1094.02,64.79,408.6,Medium
1988,USA,2332.77,0.658,-0.6,1.39,17.77,1345.16,54.06,424.33,Low
1991,UK,2736.61,1.076,3.41,2.98,40.88,1214.67,25.83,413.43,Low
1980,China,4574.27,0.951,2.91,1.51,31.09,241.3,31.38,432.67,Low
1980,Germany,4649.24,1.5,3.01,1.45,50.13,917.77,73.88,388.98,Medium
2013,Pakistan,6702.07,0.874,2.51,1.29,40.09,1343.35,81.42,439.13,High
2011,Brazil,7283.24,0.992,5.13,1.88,14.99,256.79,87.34,433.31,High
2004,Russia,7247.11,1.521,3.35,1.85,18.14,156.8,42.82,436.15,High
2019,Brazil,6726.09,0.793,4.52,4.32,22.91,802.69,85.69,396.13,High
2024,Brazil,8113.14,1.057,2.79,2.03,27.26,1343.66,22.2,412.55,High
1980,Germany,5683.04,1.208,2.77,1.82,31.5,786.64,79.52,399.93,Medium
1995,Germany,5704.91,0.853,4.84,1.27,43.49,612.25,65.33,397.37,Medium
2018,Australia,7740.54,1.262,4.17,2.74,27.96,500.81,85.11,403.83,High
1984,India,3328.48,0.931,2.68,1.8,32.96,1212.33,42.08,435.75,Low
2001,China,6409.74,0.987,4.39,4.89,55.02,638.09,55.44,448.03,High
2008,Russia,4929.25,0.468,2.05,2.35,19.6,339.82,74.67,398.25,Low
1982,Russia,6999.78,1.05,4.5,0.02,34.24,606.8,72.08,374.8,High
1991,Australia,6772.68,0.77,3.99,1.75,26.36,498.99,75.35,429.17,High
2005,Germany,4753.49,0.732,3.2,0.95,50.34,577.71,40.79,366.18,Low
1995,Canada,3192.83,1.238,3.63,1.76,11.41,167.96,30.44,404.97,Medium
2016,India,7024.3,1.135,2.15,1.27,18.12,779.81,42.76,406.28,High
2001,Australia,4290.3,0.681,2.9,1.11,24.66,764.72,75.03,460.62,Low
2008,Russia,5181.62,0.605,4.8,1.0,53.54,1105.45,55.59,379.85,Medium
1993,Brazil,3321.63,0.426,4.62,4.58,44.84,4.14,67.15,416.57,High
2007,India,4459.1,1.369,2.18,0.17,30.68,45.48,89.05,381.74,Medium
1984,Canada,6524.47,0.071,3.72,3.92,55.79,1048.08,43.91,420.08,High
2009,Germany,5577.75,1.101,1.53,0.6,33.2,507.15,59.72,427.25,Low
1984,Australia,3873.07,0.604,4.89,0.24,16.9,123.95,35.4,431.44,Medium
1991,Germany,2181.87,1.303,3.63,1.72,45.11,1013.11,52.97,359.16,Medium
1995,Australia,6032.29,1.277,2.79,3.25,55.91,1226.42,62.25,421.01,High
2005,Russia,4377.12,0.763,0.79,4.95,14.67,696.82,67.54,450.09,High
2005,Canada,5262.31,0.824,3.15,1.31,25.65,538.57,60.89,413.24,Low
2000,Australia,4794.7,0.966,5.67,1.3,45.22,209.79,72.17,431.29,Medium
2018,Russia,4361.93,0.815,2.97,0.75,19.92,206.53,42.08,392.56,Low
2015,Australia,5929.87,1.284,3.62,4.09,26.6,928.16,67.46,369.1,High
2012,Germany,3697.44,1.006,3.0,3.98,43.19,471.09,25.37,413.99,High
2009,Brazil,5224.42,1.285,2.71,2.33,11.58,1286.86,62.22,393.85,Medium
2016,Russia,5622.07,0.94,3.74,1.72,52.03,80.27,48.34,434.44,Low
2002,UK,7021.29,1.437,4.97,1.11,10.1,80.05,41.52,438.74,High
1989,UK,5078.26,0.539,3.78,2.3,26.47,1371.04,30.07,402.75,Low
1984,India,3212.18,0.87,3.35,4.05,22.51,1335.62,86.5,436.76,High
2015,India,6012.2,1.202,2.78,3.47,49.12,249.56,67.96,439.65,High
2013,Brazil,3667.86,0.757,3.45,2.47,11.48,1206.32,69.57,427.59,Low
2010,USA,3994.85,0.653,2.73,2.68,53.42,1234.24,79.41,454.61,Low
1989,UK,4250.2,0.481,3.02,2.85,32.28,1294.32,85.63,405.97,Low
1998,USA,4722.84,1.092,4.32,3.81,46.06,216.25,25.13,408.8,High
2011,Brazil,6939.21,1.278,3.72,0.58,21.98,69.74,55.6,396.36,High
1980,Canada,5977.93,0.895,3.24,2.6,45.56,122.74,21.78,400.76,Low
1984,UK,3349.98,1.177,1.34,1.09,17.67,1275.82,27.79,394.21,Low
2024,Germany,7268.95,1.577,2.9,4.53,43.55,1114.87,60.8,414.81,High
1983,Brazil,6591.64,1.279,5.28,4.59,44.07,530.39,88.1,432.4,High
1995,Russia,5624.89,1.245,4.32,0.97,57.74,1207.03,66.51,396.56,Medium
2003,Pakistan,1523.88,0.868,4.44,4.36,45.36,1276.22,65.12,390.1,High
1995,Germany,3733.88,0.882,2.42,3.67,52.12,721.06,52.9,427.61,High
1981,Australia,5013.56,1.108,5.09,2.53,13.33,297.02,66.43,400.4,Medium
2007,UK,7483.14,0.992,2.42,3.68,39.91,1343.22,23.62,412.22,High
2011,Australia,6988.2,1.141,3.47,0.38,28.06,193.44,37.34,402.89,High
2006,UK,3551.85,0.212,2.37,4.67,24.76,1051.71,39.52,424.37,High
1999,USA,2479.6,0.823,4.97,3.02,18.09,991.49,50.3,409.66,Medium
2003,Brazil,4726.38,1.331,4.04,0.09,21.67,38.12,54.67,400.62,Medium
1991,Russia,5210.57,0.441,4.65,1.91,40.18,886.77,76.26,437.6,Medium
2014,Brazil,3138.18,0.77,0.43,2.06,46.93,1093.83,64.96,457.02,Low
2012,China,3693.64,0.927,3.54,4.38,35.74,273.32,61.15,420.16,High
2012,UK,8174.22,0.453,2.14,3.64,29.11,910.7,24.76,393.39,High
2022,China,4438.97,1.175,3.29,0.43,51.37,143.93,86.06,396.25,Low
2016,India,4548.76,1.117,1.03,0.12,38.87,995.16,47.76,407.62,Low
1991,Canada,9239.46,0.404,2.23,0.18,50.41,1372.8,68.96,407.39,High
1982,Brazil,4491.91,0.901,2.18,0.16,28.89,1054.66,45.92,346.25,Low
1980,USA,3483.03,0.923,1.5,1.63,41.77,287.93,68.58,402.45,Low
2012,Russia,3936.24,1.194,2.76,1.28,58.03,842.89,44.63,414.68,Low
2019,UK,5437.37,1.22,4.46,4.0,13.23,768.76,49.69,355.55,High
1989,Russia,4287.67,1.243,3.56,3.43,43.62,165.81,23.49,400.15,Medium
2022,India,4804.78,1.316,2.22,0.79,46.45,839.04,22.92,422.56,Medium
2023,Australia,4935.57,1.063,3.14,2.89,12.7,773.31,56.04,412.07,Low
2008,Russia,9721.8,1.452,3.37,4.71,44.69,162.36,88.71,441.84,High
1992,UK,6068.97,1.175,4.46,2.96,38.5,428.08,45.33,399.64,High
1991,China,3573.42,0.987,4.62,2.27,24.28,1160.84,28.34,398.78,Medium
2010,USA,4738.69,1.522,3.39,4.03,26.69,1096.04,25.48,432.55,High
1981,Russia,6204.55,0.775,3.43,4.17,41.6,59.72,56.51,384.3,High
2014,USA,6624.28,1.032,4.92,1.9,35.44,644.02,74.28,409.51,High
2002,Australia,2593.38,1.064,1.66,0.89,55.79,1335.95,73.61,380.69,Low
1996,USA,2874.33,1.156,2.83,4.12,58.56,1046.52,61.41,423.46,High
2005,Australia,5704.95,0.861,1.69,3.88,39.86,174.17,43.8,467.57,High
1987,Australia,4043.39,0.813,2.41,3.42,35.03,1235.02,85.49,400.08,Low
2008,Canada,3832.69,1.344,4.76,2.27,45.01,127.84,65.5,355.41,Medium
2005,Canada,5280.62,0.656,4.35,0.85,10.35,633.89,37.12,393.19,Medium
1989,Pakistan,6186.14,1.367,2.83,3.88,48.32,1100.14,57.6,421.91,High
2005,USA,4641.61,0.975,2.5,1.06,10.55,569.72,46.75,467.03,Low
2013,Russia,2085.42,1.075,3.5,1.27,41.62,667.82,71.83,372.37,Low
2020,USA,4207.14,0.85,3.94,0.82,21.25,997.67,27.51,404.85,Medium
1986,Australia,3259.39,0.936,3.08,4.41,55.44,243.5,41.83,406.81,High
1983,Canada,5842.59,1.303,3.4,2.44,25.57,1079.21,61.39,385.78,Medium
2024,Germany,8075.75,0.864,3.94,0.6,20.83,726.76,42.26,437.38,High
1990,China,5431.88,0.471,3.18,3.82,56.46,502.96,71.29,427.31,High
2008,USA,5661.52,1.015,4.01,2.76,23.81,124.77,25.5,381.37,Medium
2015,Brazil,6219.5,0.777,4.03,3.8,33.29,681.17,43.28,383.3,High
2004,Brazil,7022.07,0.722,3.16,3.32,40.28,1384.41,34.99,431.49,High
2000,Pakistan,4127.22,0.802,3.48,3.83,47.78,553.28,26.39,374.4,High
2015,UK,4920.59,1.645,3.26,0.66,43.81,795.2,82.31,414.36,Medium
1989,USA,6422.7,0.945,3.62,0.71,11.19,774.7,36.99,405.78,High
2016,USA,3587.45,0.855,2.77,2.51,59.45,864.23,69.44,452.96,Low
1988,India,2736.45,1.254,4.23,3.94,48.74,2.95,38.36,360.25,High
2003,Australia,4302.4,1.163,2.72,3.32,41.06,324.45,33.54,413.96,Low
2014,UK,6884.59,1.348,3.5,3.96,35.55,993.99,79.65,434.76,High
2014,Australia,5210.76,1.436,1.07,1.81,59.8,856.23,69.23,379.95,Medium
2015,Australia,4300.62,1.737,3.47,0.17,28.69,234.06,61.2,449.96,Medium
1997,Russia,6523.6,0.778,4.14,0.57,46.11,333.3,41.88,397.29,High
2018,China,5830.22,1.294,2.24,1.45,54.94,741.0,69.5,401.44,Medium
2011,USA,3834.57,0.786,1.24,4.6,15.19,865.94,68.53,438.79,High
2003,UK,4715.25,0.944,2.66,3.67,43.06,312.34,65.14,424.66,High
2002,Russia,3463.78,1.159,1.23,3.01,49.39,105.78,44.59,387.96,Low
2011,Canada,5215.08,1.023,2.72,4.51,31.02,1195.3,45.42,407.61,High
2016,Germany,5954.5,1.107,1.99,0.02,45.34,218.17,32.26,359.27,Low
1991,Australia,1312.96,0.946,3.0,2.6,16.45,187.44,59.55,441.86,Low
1992,Pakistan,3469.74,0.73,3.15,3.51,17.52,945.5,64.09,413.35,High
2002,Brazil,7517.89,1.233,4.13,0.14,45.75,407.63,69.23,422.44,High
2004,UK,4496.68,0.646,5.23,3.62,14.6,139.98,78.41,399.19,High
2014,India,7488.07,1.431,3.01,3.29,21.44,1310.4,23.93,406.21,High
2020,USA,3087.41,0.986,3.05,3.05,22.24,251.72,47.38,452.32,Low
2009,Brazil,4202.31,1.306,2.99,4.8,38.44,931.05,72.52,369.93,High
1996,Russia,5326.48,1.583,3.22,0.91,46.56,654.9,55.8,396.15,Medium
1999,Brazil,4522.12,1.061,1.99,4.86,46.04,113.52,75.77,431.39,High
2004,USA,6898.18,0.687,5.09,4.59,57.61,311.4,88.44,377.23,High
2001,Brazil,4822.48,1.358,4.03,4.0,20.95,747.38,37.19,422.85,High
1992,Canada,6068.13,0.928,4.57,4.6,41.1,308.4,83.11,381.1,High
1998,India,3361.97,0.646,4.16,4.82,19.04,583.09,27.54,408.02,High
2015,Pakistan,5396.6,1.286,4.29,2.76,55.19,455.26,26.61,384.58,Medium
1991,UK,4529.32,1.185,3.76,2.1,58.78,1149.54,83.82,451.96,Low
2020,USA,3497.81,1.053,4.77,1.55,14.09,1248.29,33.16,428.8,Medium
1998,Brazil,5699.83,0.755,3.39,1.13,52.53,633.45,44.2,444.72,Low
1991,India,7043.28,1.372,3.51,2.52,33.31,994.84,27.84,408.0,High
1988,USA,4107.11,1.316,2.63,3.9,45.77,316.19,59.6,424.87,High
1986,India,5634.17,0.992,3.22,1.88,46.97,664.06,22.28,413.45,Low
2007,Brazil,4677.36,1.483,4.06,4.12,32.37,232.58,75.91,399.82,High
1993,Australia,5160.74,1.294,2.95,2.49,38.49,506.54,48.36,432.83,Medium
2010,UK,6259.79,0.793,2.33,1.22,17.51,109.45,27.88,445.28,High
1998,China,7162.68,0.859,4.57,3.07,59.0,690.35,71.7,502.93,High
1995,China,6862.82,1.107,3.4,4.67,57.8,437.56,71.61,389.9,High
1984,UK,3875.63,0.951,3.37,0.83,59.4,131.03,42.98,391.05,Low
2014,Australia,2983.57,1.071,4.94,2.54,41.57,1128.86,66.59,405.86,Medium
1991,USA,1982.9,0.696,1.72,0.35,54.54,1065.12,59.56,381.04,Low
2004,India,5949.53,0.793,4.19,3.84,27.93,1025.33,63.76,404.1,High
2000,Australia,4210.56,1.022,1.9,4.38,16.7,1332.78,48.62,408.17,High
2015,China,6593.48,1.077,1.5,0.92,16.34,1138.59,84.25,422.16,High
2002,USA,3448.0,1.064,3.13,0.7,44.26,914.76,25.89,428.64,Low
1995,Russia,5669.3,0.616,4.98,0.17,59.61,314.12,34.73,360.0,Medium
2018,Australia,2344.62,1.048,2.82,3.66,23.79,109.9,34.37,435.33,High
2024,China,5756.95,1.299,4.1,0.21,39.14,17.95,70.56,412.86,Medium
2021,Pakistan,5586.95,0.878,2.69,4.86,50.36,121.27,24.12,410.06,High
2018,Brazil,3350.71,0.79,2.53,1.22,22.43,8.66,79.85,368.17,Low
1993,India,5288.36,0.869,2.76,2.98,38.14,122.35,73.47,416.47,Low
2010,Canada,8104.02,0.903,2.18,3.3,15.09,798.17,54.17,445.0,High
1984,USA,6032.03,1.354,3.99,0.79,45.19,92.51,49.03,383.75,High
2014,Pakistan,9432.74,0.62,1.79,0.78,36.88,453.38,53.78,466.34,High
2002,Brazil,5229.82,0.7,3.3,0.08,13.87,1235.48,71.97,405.32,Low
2008,Canada,5867.21,0.372,2.94,3.76,48.32,1332.92,60.27,416.93,High
2022,Pakistan,4285.73,1.354,1.52,0.65,38.43,997.96,22.93,412.39,Medium
1990,Australia,5369.44,1.091,2.16,1.51,49.44,1102.09,86.85,377.38,Low
1997,Brazil,3535.82,0.628,3.5,2.57,38.09,846.46,27.2,393.85,Low
1991,Brazil,6358.33,0.934,2.93,3.82,39.99,1310.23,49.13,388.59,High
1988,China,3791.64,1.135,3.9,1.36,18.67,799.59,89.05,463.03,Medium
1989,Germany,7499.33,1.178,3.11,3.75,21.85,990.26,79.08,448.38,High
2023,Brazil,2980.76,1.304,3.41,1.86,52.75,660.55,42.57,407.76,Medium
1996,China,4542.77,0.514,3.96,3.32,41.48,288.98,58.56,389.63,Medium
2017,Russia,4626.65,1.318,2.05,2.06,22.57,1000.91,83.73,393.07,Medium
1986,Pakistan,3323.0,0.491,1.45,4.42,42.29,331.41,63.54,405.23,High
1992,Canada,5351.94,1.292,4.39,1.64,52.22,169.66,46.28,435.59,Medium
2019,India,4199.85,1.258,2.04,3.59,12.51,1190.44,41.72,437.53,High
2021,Canada,7106.4,1.718,0.62,2.99,31.32,655.91,41.02,429.36,High
1988,USA,3781.71,0.88,4.49,4.08,51.62,358.66,35.59,408.32,High
2006,USA,5631.51,0.778,2.15,4.46,37.83,856.95,89.22,440.04,High
1981,Brazil,4871.01,1.088,3.37,4.59,26.97,1273.83,69.82,375.0,High
1984,Brazil,4680.0,1.05,3.51,3.18,58.67,376.55,21.88,409.03,Low
2008,Brazil,5137.22,1.665,5.62,1.55,24.11,1263.34,83.32,407.73,Medium
2016,Russia,6062.36,0.577,1.67,0.34,37.25,479.11,33.49,417.41,High
2017,UK,2169.02,0.784,4.14,1.1,58.5,364.88,88.12,402.16,Medium
1998,India,5071.44,0.683,3.14,0.83,32.34,99.22,71.16,426.12,Low
1987,UK,3761.32,1.131,5.16,1.0,53.22,1193.18,26.03,409.78,Medium
2024,China,3875.28,0.862,3.62,4.68,29.12,310.6,76.71,402.39,High
1980,China,5365.39,1.131,2.55,2.48,17.87,365.63,57.65,438.72,Low
2001,Canada,6650.02,1.193,3.08,2.16,24.49,1095.48,42.31,416.22,High
1996,India,7326.69,1.165,5.14,1.14,23.42,1234.9,44.74,431.47,High
1986,Canada,4127.27,0.982,3.31,2.5,57.19,1307.97,47.64,420.97,Low
2004,India,726.96,1.212,2.8,4.94,40.93,915.5,80.13,371.36,High
2024,China,5105.31,1.055,4.42,1.05,35.81,1246.83,80.88,400.77,Medium
1983,Brazil,2272.8,0.864,2.78,1.43,15.9,581.61,21.32,452.82,Low
2015,Brazil,5661.96,0.85,2.78,3.82,22.49,1209.02,68.74,397.44,High
1985,India,3651.28,0.92,2.97,4.64,21.96,1246.16,52.05,458.01,High
2010,Russia,5513.52,1.445,4.5,2.63,28.23,846.62,83.23,429.02,Medium
1998,UK,3719.96,1.01,3.11,3.87,33.38,592.11,81.53,412.4,High
2023,Australia,3253.52,1.031,4.33,0.08,17.12,112.48,77.86,423.27,Medium
2018,UK,3290.38,0.976,2.77,3.2,39.79,1258.08,23.9,384.51,Low
2006,Germany,5595.51,0.697,3.05,0.21,25.33,1195.22,33.03,380.65,Low
1989,Australia,3017.26,0.508,2.27,4.95,39.11,566.37,57.69,406.38,High
2005,Brazil,5818.91,1.106,0.57,2.76,39.87,541.58,58.49,431.44,Low
1998,Canada,7665.86,0.73,3.0,0.81,11.75,502.31,71.65,430.01,High
2018,Australia,7506.56,1.138,2.93,4.31,25.62,199.96,31.23,399.09,High
1982,Brazil,2605.29,0.999,4.07,3.58,21.02,1130.84,50.26,488.02,High
2024,Australia,2979.19,1.311,3.47,1.68,13.9,572.09,65.34,387.13,Medium
1992,Brazil,5721.84,1.238,3.48,0.22,55.4,481.75,79.61,413.05,Medium
2007,Germany,3397.59,1.191,2.51,3.24,23.38,1052.07,23.65,425.92,Low
1999,Germany,5928.17,0.729,4.2,3.18,46.04,1316.54,83.75,402.65,Medium
2007,USA,2434.57,0.37,4.31,1.56,59.44,572.11,33.65,410.75,Medium
1987,India,4892.68,1.376,1.1,3.22,31.03,955.12,80.06,382.57,Medium
2020,Brazil,6416.17,1.024,3.07,0.85,34.3,129.82,70.74,359.74,High
2018,China,2672.0,0.966,2.04,4.62,18.4,1236.58,33.86,383.8,High
1980,Australia,4824.63,0.929,4.0,1.83,47.76,1319.67,68.54,395.33,Medium
1982,Germany,4804.47,1.162,3.09,0.77,56.69,181.99,76.8,413.21,Low
1992,China,5909.64,1.357,2.78,4.32,56.41,851.6,87.64,444.04,High
2007,Russia,3996.73,0.834,3.73,1.93,33.54,670.55,88.48,412.56,Low
2004,Canada,2857.93,0.513,4.5,3.39,40.09,907.68,57.77,420.27,Medium
2012,UK,1213.6,1.534,2.29,3.09,51.0,209.53,20.24,446.41,Medium
2017,Germany,6987.82,1.117,4.85,0.85,45.18,1014.42,56.0,407.64,High
1985,China,6252.29,1.134,3.56,2.08,26.67,495.84,22.07,408.66,High
2023,Australia,4963.42,0.218,2.84,4.14,55.69,868.66,66.52,402.83,High
2024,Brazil,4923.28,1.082,2.12,0.96,46.19,787.76,75.61,371.06,Low
2011,Germany,5637.82,0.406,2.75,2.48,50.98,1244.33,64.88,404.02,Low
2024,USA,6448.8,0.91,4.93,2.62,19.69,666.82,40.49,385.91,High
2000,India,1974.23,1.209,2.13,4.42,35.1,1332.37,20.49,425.58,High
1995,Pakistan,2330.14,1.096,3.94,3.04,49.08,39.42,74.75,397.73,Medium
2000,Germany,2111.21,1.212,2.16,4.33,40.58,498.46,27.41,376.64,High
1990,Australia,4481.05,0.838,3.83,4.39,45.44,715.33,71.71,435.87,High
2016,Brazil,5272.9,0.726,3.58,2.19,44.91,50.3,68.77,421.91,Low
2015,UK,6518.8,0.896,5.03,0.45,10.28,963.32,89.06,395.56,High
2014,Australia,633.75,0.992,2.49,4.45,39.6,339.12,22.96,419.8,High
1998,India,2993.36,0.827,3.17,0.9,47.06,14.58,38.52,415.21,Low
