student_id,age,hours_studied_per_week,attendance_rate,previous_term_score,assignments_completed,participation_score,sleep_hours_per_night,internet_access,family_support,study_group,practice_tests_taken,screen_time_hours,distractions_score,late_night_study,final_exam_score
276,23,17.92,68.39,77.58,10,4.12,7.93,1,0,0,3,4.1,3.64,1.91,60.69
277,29,8.01,91.39,51.82,15,8.43,9.19,0,0,1,9,1.0,6.65,1.7,60.43
278,23,12.66,86.48,86.17,16,5.28,5.62,0,1,1,11,3.78,5.98,2.65,74.84
279,28,13.9,100.0,89.76,13,4.54,8.35,1,0,1,12,2.48,5.76,1.27,74.58
280,28,14.97,83.84,94.95,10,5.33,7.33,1,0,1,12,2.63,5.87,0.96,73.06
281,26,3.01,80.88,36.95,6,3.5,7.38,1,1,1,3,2.77,7.64,0.42,45.57
282,26,20.09,78.29,79.37,5,6.58,4.74,1,0,1,0,3.47,5.18,4.18,64.45
283,24,14.81,93.07,76.47,19,8.23,5.78,0,1,0,4,3.79,6.77,3.16,72.01
284,24,9.87,69.59,36.15,11,3.04,6.97,0,1,0,0,2.66,3.94,0.55,42.66
285,27,6.88,92.1,63.58,12,6.74,6.89,1,0,0,14,3.28,7.87,2.26,62.19
286,21,3.53,87.34,71.35,11,7.04,9.21,0,1,0,14,1.66,4.37,0.8,63.33
287,29,5.19,80.22,89.41,7,7.18,6.41,1,1,1,7,4.02,4.06,2.74,69.39
288,28,14.72,76.46,62.4,8,7.15,7.32,0,0,1,12,3.35,4.77,2.26,62.96
289,21,10.29,94.98,74.85,16,6.76,6.51,1,1,1,14,3.79,2.43,3.66,73.26
290,21,6.34,100.0,71.71,10,5.04,5.07,1,0,1,12,4.45,4.53,1.79,64.47
291,26,9.37,80.78,76.78,8,7.63,6.46,1,0,1,12,2.49,4.79,1.76,67.03
292,28,19.82,90.01,67.64,12,6.56,7.11,0,1,0,8,3.22,4.94,3.07,68.95
293,17,10.35,100.0,83.11,10,7.45,9.49,1,1,0,9,3.24,5.49,0.66,72.2
294,16,9.08,79.13,84.07,12,6.52,8.77,1,1,0,8,2.4,4.68,2.07,68.06
295,19,18.75,82.61,56.12,6,5.43,6.18,1,0,0,11,4.02,4.58,3.25,57.74
296,22,14.31,73.44,85.86,14,5.84,5.66,0,1,1,12,4.77,7.69,2.34,72.5
297,18,12.22,83.6,63.49,14,7.09,6.93,0,0,0,4,3.58,3.74,1.89,60.35
298,23,8.96,84.23,69.16,19,7.91,6.14,0,0,1,2,3.4,4.24,3.02,62.03
299,23,4.24,81.03,85.93,13,2.29,10.0,0,1,1,3,1.39,3.56,0.0,63.22
300,29,6.15,77.99,73.64,19,3.49,8.2,1,1,1,11,1.82,5.55,0.0,63.15
301,26,9.6,69.98,79.36,17,2.82,6.89,0,0,0,4,2.53,5.54,2.31,56.25
302,19,10.9,72.24,81.93,15,4.91,6.19,0,1,1,11,3.95,4.9,1.35,68.47
303,27,13.78,75.73,79.66,13,4.65,5.42,0,1,1,5,3.95,5.04,2.38,64.85
304,27,14.76,91.09,66.05,10,6.3,6.84,1,1,0,4,2.5,6.89,2.87,63.46
305,25,13.11,80.17,61.11,9,5.35,3.24,1,1,0,9,5.91,9.12,4.33,58.38
306,25,13.1,76.91,80.67,5,8.46,6.41,1,0,1,0,4.43,5.96,3.7,65.19
307,20,6.96,91.23,81.6,16,4.75,6.31,0,0,0,6,3.74,4.73,2.69,62.36
308,26,1.23,90.34,76.81,11,4.57,9.19,0,1,0,11,1.61,5.31,1.36,61.45
309,17,9.4,77.83,70.27,16,4.36,4.43,1,0,0,12,6.86,10.0,2.36,57.16
310,24,7.23,79.05,82.8,9,5.35,8.29,0,1,0,2,2.84,4.6,0.88,60.91
311,28,8.74,91.28,72.23,7,6.23,6.48,1,0,0,10,3.28,6.27,0.0,61.26
312,29,10.63,88.47,56.16,14,5.0,8.11,0,1,1,14,3.76,4.2,2.76,61.83
313,20,5.78,77.05,75.93,14,4.16,5.9,1,1,0,7,5.64,6.76,1.99,59.04
314,20,6.45,87.29,78.6,8,3.32,7.57,1,0,1,4,1.87,5.99,1.2,60.0
315,24,11.5,84.72,81.84,10,6.27,8.2,0,1,1,10,1.66,5.17,0.43,69.88
316,21,12.58,95.6,61.9,14,4.87,10.0,0,1,1,7,1.4,3.31,0.36,65.31
317,26,8.72,76.74,63.6,12,4.04,5.81,0,0,1,3,4.83,5.78,2.17,53.19
318,18,14.49,93.4,76.57,8,5.4,6.79,1,1,0,14,2.45,4.7,1.26,69.42
319,18,10.9,89.11,67.26,9,6.55,6.83,0,1,1,10,4.85,7.07,2.25,64.42
320,16,6.9,75.4,71.82,7,9.81,6.13,1,0,0,0,4.25,4.49,2.04,56.69
321,22,12.2,95.04,83.86,11,9.01,6.85,0,1,1,1,5.28,6.29,1.75,74.82
322,18,21.41,93.66,77.35,5,4.22,7.02,0,0,0,13,3.59,7.49,0.36,67.53
323,20,8.63,72.44,94.49,13,5.06,6.49,1,1,1,12,4.29,7.78,1.38,73.4
324,28,17.83,100.0,76.14,12,2.19,4.49,1,0,1,13,5.84,7.31,3.72,68.46
325,27,18.89,74.07,93.14,18,2.18,7.37,1,0,1,10,2.86,7.18,1.34,70.67
326,27,19.49,76.24,85.43,6,2.39,4.88,1,0,0,1,3.62,6.62,1.3,59.95
327,24,7.89,81.92,100.0,8,7.64,6.86,1,1,1,11,3.28,6.51,0.96,75.18
328,17,22.08,92.35,72.94,7,5.62,8.45,0,1,1,9,1.06,7.16,2.43,72.46
329,26,12.58,90.56,71.74,14,3.11,5.13,0,0,0,5,3.31,4.51,3.33,60.7
330,24,10.73,84.1,88.4,9,4.62,6.79,1,0,0,11,3.52,7.04,1.97,66.82
331,28,10.85,98.04,66.64,13,4.95,7.27,0,0,0,9,3.71,3.18,2.46,62.6
332,22,15.01,88.87,67.27,7,4.64,6.92,0,0,1,10,4.42,4.97,1.45,61.74
333,18,12.26,98.33,75.79,14,8.69,6.31,0,0,0,0,5.25,6.77,2.65,67.94
334,24,11.12,100.0,77.35,5,2.23,7.01,0,0,1,0,2.79,5.37,2.15,61.03
335,22,18.42,86.85,56.11,19,5.04,7.97,0,0,0,8,1.51,6.93,1.09,60.85
336,25,8.39,60.37,75.93,6,6.37,5.52,1,0,0,3,5.79,7.25,2.07,54.45
337,21,6.78,80.67,69.2,15,6.81,6.74,1,0,0,13,3.77,8.51,2.19,60.79
338,20,15.97,74.7,72.6,15,1.76,8.02,0,0,1,5,2.98,4.32,0.41,60.86
339,17,15.52,85.88,75.04,14,6.25,6.12,1,0,1,9,2.58,5.2,3.13,68.89
340,29,17.47,85.94,70.67,11,3.5,5.25,1,0,1,13,3.45,4.79,2.96,65.32
341,26,6.64,73.24,85.77,11,4.8,8.1,0,0,0,2,3.54,2.61,0.17,57.36
342,22,17.41,73.94,78.8,15,2.87,7.99,1,1,0,1,2.19,4.54,0.41,63.15
343,19,14.41,82.47,70.76,9,7.37,8.37,1,0,1,13,3.88,5.99,0.0,65.62
344,24,20.81,83.11,73.92,15,10.0,6.97,1,0,1,14,2.5,4.19,1.06,76.0
345,21,5.76,59.99,85.44,18,7.83,6.05,0,0,0,12,5.38,5.66,2.4,62.65
346,24,13.09,94.35,82.42,14,5.33,9.19,0,1,1,1,1.0,3.32,0.0,72.82
347,17,10.61,85.3,88.18,10,2.56,8.79,1,1,0,12,1.0,3.1,0.37,67.11
348,18,4.05,84.9,71.43,13,7.56,8.15,0,1,0,0,2.51,4.52,1.21,62.9
349,26,8.43,87.86,74.73,11,8.18,6.27,1,1,0,14,3.25,3.39,1.96,70.31
350,16,17.64,75.14,97.11,17,3.81,7.16,1,1,0,3,2.63,5.6,1.65,71.97
351,25,9.66,84.51,72.67,15,7.7,5.72,0,0,1,14,4.79,2.41,1.9,67.64
352,21,8.39,95.0,93.18,6,2.49,5.48,1,0,0,2,5.16,3.78,3.78,64.65
353,16,16.34,95.38,83.21,18,3.47,7.13,0,1,1,0,2.2,4.45,1.31,73.19
354,26,16.94,89.46,68.04,9,6.18,7.46,1,1,1,9,4.04,6.43,2.32,68.85
355,25,16.93,82.31,56.48,18,3.25,7.8,0,0,1,2,4.38,5.49,0.63,58.2
356,27,8.05,77.07,80.75,5,7.35,7.14,0,0,1,12,4.65,3.93,2.22,64.15
357,28,11.71,97.76,64.77,7,8.63,9.95,0,0,1,14,1.59,4.2,2.11,68.22
358,26,17.15,90.07,64.74,11,6.03,5.58,1,1,1,4,3.9,3.57,2.9,65.96
359,27,8.72,80.91,52.56,6,6.85,8.89,0,1,0,10,2.32,5.71,0.0,54.12
360,17,8.25,63.98,87.34,18,8.97,6.41,0,0,0,10,4.16,8.49,2.82,66.61
361,28,16.14,76.57,74.43,7,6.91,8.35,0,1,0,10,1.82,5.4,1.82,64.88
362,28,19.81,66.3,73.51,12,8.41,5.67,0,0,0,0,2.79,3.89,1.95,63.18
363,25,6.24,97.09,77.92,15,8.66,10.0,1,1,1,13,1.88,5.58,1.42,74.51
364,27,0.0,86.83,76.12,17,3.93,9.08,1,0,1,0,2.53,6.99,1.81,57.33
365,26,4.75,77.77,74.36,5,10.0,4.69,1,1,1,8,4.96,4.71,2.47,64.25
366,28,6.94,82.31,79.39,14,8.19,8.89,1,1,0,7,1.08,5.7,1.66,68.21
367,28,11.31,100.0,69.95,19,6.24,7.27,1,0,1,3,1.64,4.01,1.95,68.31
368,23,15.08,96.83,42.47,5,7.52,8.32,1,1,0,1,2.3,5.76,1.9,57.19
369,27,11.27,71.91,82.04,8,6.56,7.01,0,1,1,14,3.86,6.75,2.06,66.58
370,28,8.5,83.72,78.31,6,6.4,6.82,0,0,1,5,4.53,4.68,0.57,62.38
371,20,12.77,73.0,73.52,15,4.06,5.02,0,0,0,1,4.16,4.07,2.94,56.73
372,16,7.19,68.18,92.18,15,5.2,6.34,0,0,0,3,2.39,8.77,1.25,59.69
373,18,11.77,86.7,56.62,19,5.33,6.99,1,0,0,12,2.36,7.64,0.99,59.31
374,16,8.79,100.0,38.76,19,8.04,4.6,1,1,1,3,4.36,8.19,3.97,60.32
375,22,25.4,100.0,90.99,8,6.88,5.6,1,1,0,1,4.95,7.18,2.46,80.96
376,16,16.08,85.43,78.19,7,6.75,7.04,0,0,0,2,1.71,5.33,1.74,64.88
377,19,7.82,81.32,53.67,10,5.76,7.67,0,0,0,8,2.47,6.18,0.0,51.82
378,19,7.02,86.97,68.4,18,8.38,6.37,0,1,1,14,3.11,4.93,1.81,70.55
379,25,9.81,95.13,80.63,10,1.32,9.05,1,1,0,13,2.16,5.03,1.38,66.73
380,19,3.78,70.69,58.8,15,4.24,6.28,0,1,0,4,3.58,6.6,1.78,53.03
381,29,8.35,66.68,79.87,14,7.79,7.93,0,1,1,14,1.94,5.64,0.95,68.03
382,18,8.31,100.0,98.49,7,5.19,8.93,0,0,1,4,3.16,5.14,1.33,71.55
383,29,16.42,87.75,89.82,10,7.2,5.9,1,0,0,2,5.34,6.04,1.9,71.34
384,23,9.87,100.0,72.89,9,9.0,8.71,0,0,0,7,3.36,8.05,0.49,69.24
385,19,8.05,87.33,77.1,17,7.51,6.84,1,0,1,5,4.08,5.47,0.9,66.83
386,16,5.3,99.51,61.96,17,3.18,5.81,0,1,0,8,4.98,5.46,1.54,60.1
387,20,6.12,78.99,74.83,10,5.55,9.37,1,1,0,9,2.54,5.49,1.0,60.6
388,24,11.67,89.89,69.3,17,3.79,9.42,0,0,1,6,2.17,4.22,1.96,65.07
389,17,10.92,100.0,61.41,13,6.88,6.6,0,1,1,12,2.08,2.25,1.78,69.3
390,18,17.67,95.05,57.25,15,7.96,8.6,1,0,1,3,2.71,3.24,0.5,66.03
391,17,8.85,80.47,96.26,15,5.53,8.48,1,0,1,12,3.1,1.41,1.24,72.25
392,25,17.3,93.81,74.28,19,6.96,7.02,0,0,0,2,2.96,2.93,0.79,68.06
393,17,13.29,78.45,61.07,8,5.6,10.0,1,1,1,10,2.59,6.71,0.19,61.21
394,16,11.98,70.94,68.23,16,9.64,6.89,1,0,1,1,3.6,5.2,1.5,61.04
395,22,1.96,90.16,90.97,14,6.24,6.1,1,1,0,0,2.92,0.72,2.54,67.52
396,20,5.55,98.81,92.56,18,6.42,7.1,0,1,1,0,4.47,4.95,2.05,75.06
397,23,15.71,93.39,65.93,8,7.06,6.91,0,0,0,5,2.71,7.25,2.22,64.18
398,29,18.99,72.58,75.58,10,8.0,6.43,1,0,1,12,4.23,3.59,1.63,68.24
399,28,13.03,93.59,83.86,15,7.31,6.66,0,1,0,6,2.62,6.68,3.2,74.33
400,23,15.81,91.71,69.12,11,5.94,5.13,1,0,0,1,3.38,3.91,2.71,62.65
401,25,9.96,80.45,59.24,7,6.1,7.95,0,0,0,6,3.41,4.84,1.03,52.5
402,27,10.14,60.41,61.63,9,6.96,5.1,1,1,1,14,4.0,5.05,2.82,58.91
403,22,8.69,95.04,73.37,5,7.12,8.67,1,1,0,6,2.06,6.07,0.77,65.38
404,25,16.87,93.77,64.04,8,5.28,8.08,0,1,1,12,2.49,3.84,1.98,68.88
405,19,13.71,89.92,57.81,6,4.9,6.5,1,0,1,14,4.06,5.26,1.6,57.73
406,24,10.83,67.86,70.43,9,5.55,6.51,1,0,1,12,5.35,4.95,2.18,58.84
407,19,10.36,70.24,84.34,5,6.88,6.12,0,0,1,2,3.71,6.91,3.65,61.82
408,18,14.78,95.03,81.37,7,5.15,7.08,1,0,1,5,3.66,5.83,2.8,68.85
409,26,13.62,92.96,70.51,13,3.94,9.62,1,0,1,4,1.61,2.43,1.49,65.4
410,24,7.84,89.9,95.96,19,5.36,7.55,0,1,0,1,4.83,4.95,1.51,71.73
411,21,20.58,82.55,63.87,14,5.06,6.46,1,1,0,14,4.02,5.19,1.66,69.33
412,16,13.29,88.91,72.33,14,7.15,9.62,0,0,0,11,1.12,3.99,0.62,67.56
413,19,12.05,79.62,56.96,19,5.02,6.5,1,1,0,9,3.26,5.2,2.75,60.28
414,27,19.39,81.9,82.49,19,5.22,6.57,0,1,0,5,5.4,7.0,2.86,69.17
415,22,17.12,76.39,71.73,7,9.56,10.0,1,1,0,7,1.82,4.71,1.0,66.01
416,29,11.56,87.56,53.18,7,6.85,8.06,0,1,0,12,4.82,7.91,2.3,60.83
417,28,14.68,80.85,63.35,18,4.24,8.82,1,1,1,3,1.53,3.14,0.4,63.92
418,27,6.65,94.46,94.61,14,8.28,7.99,0,1,1,4,3.68,6.02,2.39,77.52
419,16,8.8,92.16,81.81,15,5.31,7.86,1,1,0,11,2.78,7.28,0.0,69.13
420,16,0.7,76.93,74.53,11,4.46,8.08,0,0,1,3,2.91,6.21,0.7,54.33
421,24,18.1,100.0,83.5,8,7.23,8.2,1,0,1,6,3.01,6.22,0.97,75.44
422,20,2.51,73.84,54.17,18,3.32,10.0,1,1,0,3,2.59,4.84,0.3,48.44
423,27,15.41,89.48,63.34,13,5.88,5.39,1,1,1,3,4.33,4.35,2.61,67.42
424,20,7.85,95.78,57.4,5,7.07,3.64,1,1,0,1,5.97,4.41,5.7,57.34
425,18,7.11,97.75,63.33,7,7.42,6.68,0,0,1,11,3.1,4.22,1.79,63.46
426,17,11.02,63.03,68.63,14,5.0,4.94,1,0,1,14,4.29,4.7,4.2,57.94
427,20,13.33,94.97,79.49,12,5.06,7.31,0,0,0,5,3.91,7.88,1.24,66.4
428,24,15.06,97.15,85.17,12,5.84,5.36,0,0,1,1,5.34,4.7,3.64,72.84
429,17,20.86,99.33,84.83,19,8.3,7.14,1,0,1,10,3.54,6.25,1.38,80.1
430,27,13.79,62.83,100.0,5,2.6,8.69,1,1,1,1,4.25,6.14,1.99,65.98
431,20,16.41,78.26,67.29,19,7.56,6.34,1,1,0,9,3.16,8.36,2.43,67.44
432,20,9.01,84.02,72.94,12,6.57,6.01,1,1,1,5,2.86,3.68,2.96,66.94
433,25,15.57,80.55,79.22,18,8.6,8.23,1,1,1,0,3.88,7.76,1.48,72.21
434,28,12.77,98.37,63.29,9,3.88,5.99,1,0,1,10,4.59,3.94,1.21,62.36
435,22,9.68,78.23,69.73,15,8.19,6.97,1,0,0,4,2.93,6.35,1.28,61.05
436,27,11.52,97.26,78.02,9,4.36,6.88,0,1,0,13,5.15,8.69,2.05,69.91
437,20,11.69,90.6,62.63,11,6.58,5.22,0,0,0,9,4.49,5.35,3.31,61.69
438,17,12.96,70.49,78.75,5,5.26,8.45,0,1,1,14,5.15,6.84,1.0,65.49
439,27,14.01,75.1,87.73,6,1.35,5.5,1,1,0,13,2.83,6.88,2.32,64.84
440,26,9.46,80.32,59.85,17,5.9,8.39,1,1,0,4,2.05,3.78,1.98,57.61
441,26,8.3,85.97,45.92,15,6.75,7.63,1,0,1,5,3.91,4.18,1.03,53.98
442,28,15.74,94.92,74.12,7,7.65,5.53,1,1,0,7,5.75,4.58,2.68,70.37
443,22,3.52,83.18,60.72,12,4.81,6.57,0,1,1,8,5.4,6.4,2.14,56.72
444,18,8.91,94.08,75.18,18,3.8,8.33,0,1,0,8,2.3,3.54,2.02,66.14
445,24,19.76,69.27,67.76,19,7.35,6.67,1,0,0,5,3.81,8.45,0.71,62.6
446,24,0.0,54.52,76.72,7,5.33,10.0,0,1,0,12,2.28,5.12,0.5,53.09
447,21,8.53,81.63,86.58,5,8.0,5.64,1,0,1,9,5.29,8.09,3.74,68.88
448,24,15.44,89.58,82.83,18,8.72,8.82,1,1,0,9,2.08,5.08,0.0,75.92
449,19,3.75,81.39,68.82,6,5.57,4.67,1,1,1,12,4.88,9.46,2.7,58.75
450,24,24.99,74.9,59.15,19,5.69,6.7,1,0,0,9,2.16,7.08,1.85,64.33
451,27,0.0,89.22,43.48,18,4.64,8.53,1,0,0,0,3.76,5.47,0.73,45.67
452,17,19.18,100.0,47.16,12,2.17,4.3,1,1,1,12,4.3,6.0,2.45,62.16
453,22,19.79,83.97,63.56,17,6.0,7.47,1,0,1,3,3.87,2.58,1.04,66.95
454,25,16.58,77.74,74.17,17,7.4,5.47,1,1,0,8,4.78,6.82,4.06,68.7
455,16,10.89,76.55,64.94,18,8.03,5.14,1,0,0,2,5.05,4.98,2.81,58.83
456,24,13.79,100.0,65.86,8,5.98,6.0,1,0,1,5,3.9,6.96,2.82,64.27
457,28,7.51,84.6,53.9,17,9.53,6.27,0,0,0,0,4.72,7.52,1.77,55.1
458,27,16.05,91.12,53.25,7,5.02,6.35,1,0,0,13,4.62,5.1,1.02,58.5
459,25,6.4,97.2,52.32,10,5.97,6.19,1,1,1,3,3.12,6.8,3.03,57.85
460,27,10.63,95.77,80.23,16,4.99,5.81,0,0,0,10,4.24,4.34,3.07,70.27
461,21,16.98,75.78,49.2,11,5.18,3.25,1,1,1,7,6.05,5.44,2.74,58.4
462,20,6.43,94.56,80.82,13,5.49,9.03,1,1,1,14,1.43,1.57,0.25,71.79
463,17,10.18,93.44,61.95,13,4.71,10.0,0,1,1,10,2.11,3.84,1.99,64.08
464,26,12.82,89.89,79.06,17,5.22,7.73,0,0,0,14,4.27,5.0,2.18,68.65
465,20,5.29,95.1,75.48,8,6.56,6.65,0,1,1,8,5.04,7.12,2.02,67.97
466,28,17.82,79.39,81.57,13,6.23,5.62,1,0,0,6,4.14,7.3,3.08,67.09
467,22,13.7,84.26,86.71,12,4.04,7.46,0,1,0,4,1.0,3.96,3.19,67.49
468,28,4.42,79.75,63.17,19,6.99,7.47,1,0,1,13,4.07,7.33,2.49,59.52
469,17,11.77,92.58,60.9,17,4.47,5.74,1,0,1,5,5.12,8.21,3.38,58.91
470,18,8.12,78.47,67.2,11,6.89,6.8,0,1,0,0,3.65,2.45,2.72,60.61
471,20,8.71,88.93,63.18,14,6.16,8.14,1,0,0,13,3.03,4.89,1.45,61.29
472,16,12.38,74.06,80.23,11,2.38,7.48,1,0,1,9,2.76,4.77,1.22,61.44
473,22,8.45,83.78,70.96,5,4.06,6.98,1,0,1,6,2.75,7.76,3.48,57.78
474,25,16.82,81.38,72.35,16,7.83,7.24,1,1,0,14,4.2,7.17,0.05,70.38
475,25,8.48,83.86,77.22,8,4.8,5.99,1,0,0,6,5.49,7.16,1.89,58.9
476,19,16.91,86.33,66.6,19,4.78,6.97,1,1,1,9,3.81,4.7,2.23,70.0
477,18,11.78,83.16,85.3,14,5.2,7.16,0,0,0,12,2.53,5.98,1.4,67.06
478,23,16.28,82.81,50.27,9,6.24,5.97,1,0,1,4,2.64,7.05,2.33,57.27
479,24,9.29,64.3,74.96,8,7.12,6.88,1,1,0,5,4.34,5.95,2.05,59.34
480,29,9.47,96.05,78.11,8,5.47,8.38,0,0,0,3,3.42,4.11,1.61,63.68
481,28,6.24,78.77,62.99,19,9.24,8.57,1,1,1,2,3.94,7.21,1.87,63.19
482,21,14.89,82.55,63.86,17,4.95,3.85,0,0,1,7,5.2,4.03,4.36,63.34
483,18,16.69,76.73,82.89,15,5.15,4.95,1,0,1,5,4.28,5.41,4.4,67.21
484,19,22.6,94.99,68.3,9,5.68,8.51,1,1,0,1,2.09,6.42,1.86,69.7
485,28,18.45,75.96,49.17,15,6.35,7.67,0,1,1,0,4.23,4.47,1.91,58.69
486,22,13.25,90.04,55.98,7,8.81,7.7,1,1,1,0,5.04,6.02,1.96,62.44
487,29,10.95,96.78,84.09,8,10.0,5.01,1,0,0,14,3.95,3.91,2.38,73.02
488,25,13.94,100.0,61.55,13,5.38,7.15,1,1,1,6,3.08,7.8,1.58,68.07
489,24,11.86,96.88,87.69,15,5.71,7.9,0,0,1,13,2.76,5.06,1.72,74.24
490,17,19.32,91.2,88.39,9,7.24,7.68,0,0,1,5,3.91,6.56,2.31,76.1
491,24,16.72,73.03,69.64,15,5.8,5.99,1,0,1,9,3.47,4.64,3.26,62.77
492,21,7.82,97.91,78.52,6,7.67,6.21,1,1,1,8,4.99,9.16,1.87,70.71
493,27,8.56,96.89,62.16,16,4.01,7.51,1,0,1,11,3.83,7.8,2.2,60.35
494,17,18.84,93.39,67.21,14,7.66,7.32,1,1,1,5,3.65,5.75,2.15,73.65
495,18,13.54,93.04,63.67,8,1.87,8.95,0,1,1,7,3.39,6.25,2.8,61.08
496,25,10.84,85.79,79.04,10,7.04,3.73,1,0,1,3,4.68,3.58,4.16,66.39
497,25,17.93,79.89,56.69,10,7.31,6.18,0,1,0,14,3.35,6.04,3.22,63.25
498,27,10.06,95.84,70.42,6,10.0,8.86,1,0,0,13,3.96,7.88,0.38,66.19
499,23,10.6,97.76,72.58,19,4.29,5.37,0,1,0,1,4.51,5.48,1.83,66.43
500,21,9.69,74.68,78.15,9,7.36,7.21,0,0,1,1,2.81,4.75,1.93,60.11
501,20,2.19,94.18,46.64,16,7.27,9.15,1,0,0,12,2.03,4.43,1.64,53.18
502,21,16.32,87.52,50.62,11,4.23,5.57,0,1,0,2,3.47,6.4,1.45,58.52
503,25,5.95,93.92,61.45,12,6.52,7.53,0,1,1,7,4.14,6.16,2.11,62.16
504,23,9.16,87.82,69.28,7,4.42,9.86,1,1,0,1,1.13,2.01,1.22,60.68
505,20,8.28,96.17,73.6,17,3.8,5.18,1,0,0,11,5.57,7.85,3.17,62.21
506,19,15.63,95.32,74.23,15,3.14,4.14,0,0,0,14,6.12,6.4,4.37,64.9
507,25,11.66,93.95,96.0,18,5.61,8.59,1,0,0,11,2.57,5.18,0.24,74.32
508,19,12.08,71.36,79.73,5,4.01,6.33,0,0,0,7,5.95,6.31,1.45,58.31
509,18,3.6,93.32,78.92,10,2.06,6.97,0,1,0,5,3.72,4.92,2.44,60.52
510,20,11.56,85.62,66.08,11,6.57,7.15,1,0,1,9,3.96,6.02,1.58,62.38
511,27,4.62,73.91,81.24,19,2.74,8.86,1,1,1,14,3.4,3.62,1.64,65.18
512,22,13.54,92.18,80.14,9,7.35,6.62,0,1,0,4,3.15,3.45,2.75,69.96
513,24,13.83,71.52,79.89,18,6.48,8.5,0,1,1,6,1.53,4.21,0.0,70.14
514,17,11.91,94.05,70.53,18,4.44,8.17,0,1,1,5,3.29,7.12,3.0,68.26
515,20,22.22,100.0,79.32,18,2.98,7.03,1,1,1,2,2.82,4.6,3.32,74.85
516,26,14.64,80.15,90.06,6,4.27,8.59,1,1,0,11,1.47,4.29,0.19,70.62
517,26,14.98,94.31,62.37,12,3.42,7.49,1,1,1,12,2.35,4.63,1.39,67.55
518,24,12.71,89.66,46.1,6,5.28,6.91,0,0,0,9,4.54,6.32,2.77,52.43
519,28,11.04,91.64,81.64,15,5.31,10.0,1,1,0,14,3.71,5.15,0.49,71.57
520,20,16.83,71.74,80.61,9,10.0,4.11,1,0,0,2,5.4,8.9,3.54,65.28
521,18,17.51,91.24,69.1,14,1.99,5.35,1,0,1,9,4.56,6.5,1.97,63.0
522,17,5.49,86.52,66.56,19,4.87,5.54,0,0,1,10,4.86,6.29,3.62,61.16
523,18,17.27,92.55,100.0,5,7.08,6.42,0,1,0,5,4.76,6.91,1.21,76.98
524,26,14.57,85.29,66.3,12,7.99,7.29,1,0,1,1,3.5,6.63,1.77,64.29
525,28,16.8,96.09,57.31,19,8.59,6.71,1,1,1,9,3.29,7.15,2.3,71.11
526,17,14.33,87.94,66.15,18,4.12,10.0,1,0,0,0,2.6,5.08,0.0,58.84
527,23,5.78,91.97,77.82,7,7.56,6.28,0,0,0,5,3.6,5.99,2.49,63.13
528,17,6.14,98.82,64.54,5,0.45,5.45,0,1,1,0,3.82,6.13,2.81,56.12
529,27,21.12,87.05,67.19,19,5.57,7.06,1,1,0,11,2.83,4.52,2.52,72.76
530,17,13.26,95.1,75.47,16,7.65,6.4,1,0,0,6,3.36,4.73,1.07,68.86
531,24,4.91,87.51,66.71,12,7.38,6.32,0,1,0,12,3.8,5.66,3.35,63.03
532,17,13.74,90.43,73.34,15,3.28,8.39,1,0,0,13,2.69,5.92,0.79,64.38
533,26,10.19,80.05,71.31,11,4.4,7.5,1,0,1,0,3.88,5.64,1.19,57.8
534,28,2.78,92.95,59.15,19,1.83,8.69,0,0,0,13,2.11,1.41,0.92,56.0
535,26,0.55,97.42,72.67,15,4.56,5.47,0,1,0,7,4.48,4.44,3.13,63.55
536,19,3.99,84.47,57.97,7,3.33,7.93,1,0,0,1,2.64,5.51,1.41,48.4
537,27,13.36,93.14,82.92,13,6.53,7.05,0,0,1,2,3.62,4.92,1.79,69.2
538,20,11.76,89.53,60.68,6,4.53,6.12,1,0,0,7,5.31,6.59,2.75,56.36
539,26,10.75,74.37,68.96,12,7.16,4.72,0,0,1,9,4.57,5.29,2.73,61.39
540,27,13.42,88.78,50.13,19,5.78,6.91,0,0,0,13,2.04,6.55,1.58,58.55
541,22,15.01,98.34,66.47,10,5.35,5.32,1,1,1,3,5.52,7.19,2.13,65.89
542,24,1.49,80.51,56.9,19,9.41,8.09,0,1,0,2,3.41,6.81,1.31,57.95
543,27,10.49,67.72,89.57,5,8.26,7.7,1,1,0,2,3.66,4.01,1.86,66.89
544,18,7.86,87.33,70.34,12,3.43,7.73,0,0,0,2,1.0,6.11,2.66,56.61
545,16,5.83,78.97,78.0,16,8.68,10.0,0,1,0,8,1.0,3.47,0.86,67.44
546,22,9.26,100.0,50.94,18,7.47,8.89,1,0,0,13,2.81,8.22,2.09,62.9
547,18,11.39,84.92,57.01,12,8.57,4.05,1,1,1,12,5.2,5.76,3.8,67.09
548,28,10.67,85.28,69.75,17,6.87,7.9,1,0,1,6,2.78,4.92,2.82,64.88
549,28,4.73,79.13,55.6,17,2.51,7.33,1,0,1,0,4.45,3.22,2.07,46.61
550,21,9.58,87.79,85.36,13,5.26,7.34,1,1,1,9,2.31,5.27,1.59,72.09
551,20,22.08,79.78,66.96,15,1.27,6.29,0,0,1,3,3.51,4.17,0.63,61.39
552,25,6.73,76.45,73.53,11,3.27,8.38,1,1,1,12,3.01,4.29,1.29,62.03
