ID,Age,Income,LoanAmount,CreditScore,EmploymentYears,Dependents,Married,OwnHouse,DefaultedBefore,Date,Approved
448,39,103530,30977,764,11,0,1,0,0,2016-03-23,0
449,68,29610,29804,625,28,0,1,1,1,2016-03-24,0
450,42,103706,25634,368,8,3,0,0,0,2016-03-25,0
451,39,73551,35447,714,26,0,1,0,0,2016-03-26,0
452,39,33869,41550,430,19,3,0,0,0,2016-03-27,0
453,66,105402,35397,573,31,4,0,0,1,2016-03-28,0
454,69,108466,43900,738,35,0,0,0,0,2016-03-29,0
455,59,95605,30444,318,31,1,0,1,0,2016-03-30,0
456,23,129403,40353,489,32,4,1,0,0,2016-03-31,0
457,32,68954,48385,569,14,3,0,0,1,2016-04-01,0
458,60,94107,15191,638,7,2,0,1,0,2016-04-02,1
459,54,42979,28773,744,3,3,0,0,0,2016-04-03,1
460,50,31492,46021,655,39,0,0,1,1,2016-04-04,0
461,25,135381,16290,549,31,3,1,0,1,2016-04-05,0
462,61,80920,20541,805,18,0,0,0,1,2016-04-06,1
463,61,115826,6817,465,25,1,0,1,1,2016-04-07,0
464,22,132784,18004,596,7,0,1,1,0,2016-04-08,0
465,56,114257,5651,430,36,2,1,1,0,2016-04-09,0
466,21,144327,1715,786,36,2,1,1,0,2016-04-10,1
467,23,117379,9297,825,19,1,1,1,0,2016-04-11,1
468,62,96118,48322,575,29,4,1,0,0,2016-04-12,0
469,49,43409,25172,327,11,0,0,1,1,2016-04-13,0
470,69,136443,40467,375,33,2,0,0,1,2016-04-14,0
471,47,85162,18112,591,29,0,1,0,0,2016-04-15,0
472,64,92569,13592,680,23,0,0,1,0,2016-04-16,1
473,52,44077,44098,697,21,4,0,1,0,2016-04-17,0
474,57,80428,3543,444,13,4,0,0,1,2016-04-18,0
475,69,46455,4152,307,22,4,1,0,0,2016-04-19,0
476,33,47385,21613,568,1,0,0,0,1,2016-04-20,0
477,30,20847,9598,755,35,2,0,0,1,2016-04-21,0
478,67,96699,32057,340,13,1,1,0,0,2016-04-22,0
479,59,73213,33554,734,39,0,1,1,0,2016-04-23,0
480,47,135883,24549,632,31,4,0,0,0,2016-04-24,1
481,36,29704,43539,572,17,2,0,1,0,2016-04-25,0
482,34,64862,45528,708,24,2,1,1,1,2016-04-26,0
483,36,140166,38953,374,24,1,1,1,1,2016-04-27,0
484,45,51849,36116,539,1,2,0,1,0,2016-04-28,0
485,43,91868,47610,333,3,2,0,0,1,2016-04-29,0
486,54,142842,45279,804,7,3,0,1,1,2016-04-30,0
487,43,25648,34283,328,0,2,0,1,0,2016-05-01,0
488,40,51793,37193,339,8,2,0,0,0,2016-05-02,0
489,26,105240,24647,749,26,3,1,1,1,2016-05-03,1
490,29,104377,2745,422,27,4,0,1,0,2016-05-04,0
491,18,113574,35952,738,0,4,0,0,1,2016-05-05,0
492,18,23450,37196,606,5,3,1,1,0,2016-05-06,0
493,64,28418,2071,507,34,0,0,1,1,2016-05-07,0
494,51,68718,2187,767,14,1,0,0,1,2016-05-08,1
495,49,54575,17883,762,9,4,1,0,0,2016-05-09,1
496,65,130804,44202,613,23,4,0,0,0,2016-05-10,0
497,42,117260,13561,770,0,2,1,1,0,2016-05-11,1
498,57,134009,31503,663,26,0,1,1,0,2016-05-12,0
499,62,53186,3549,586,19,3,1,0,0,2016-05-13,0
500,18,134426,7081,470,38,1,0,1,1,2016-05-14,0
501,33,46451,8147,335,29,4,0,1,1,2016-05-15,0
502,56,23155,15656,647,9,0,1,1,0,2016-05-16,0
503,22,29110,30591,556,22,2,0,0,0,2016-05-17,0
504,39,109284,15516,747,23,1,0,1,1,2016-05-18,1
505,46,49448,6745,644,19,0,0,0,0,2016-05-19,1
506,20,146934,28049,570,33,4,1,0,1,2016-05-20,0
507,29,148529,18204,537,17,2,1,0,0,2016-05-21,0
508,43,149244,10191,768,37,1,0,1,0,2016-05-22,1
509,33,118122,9765,336,0,3,1,0,1,2016-05-23,0
510,68,105738,2698,509,18,2,1,1,1,2016-05-24,0
511,54,65231,20426,689,35,3,1,0,0,2016-05-25,1
512,39,55399,4256,784,36,2,0,0,0,2016-05-26,1
513,46,40058,3187,353,16,4,1,1,1,2016-05-27,0
514,31,144225,2778,323,0,4,0,1,1,2016-05-28,0
515,45,90166,33816,560,37,0,0,0,0,2016-05-29,0
516,22,92404,35262,412,32,4,1,1,0,2016-05-30,0
517,64,123817,48600,541,32,2,0,0,0,2016-05-31,0
518,66,120133,43133,756,29,2,1,1,1,2016-06-01,0
519,47,95391,14913,531,38,2,1,1,0,2016-06-02,0
520,63,68698,40235,831,13,4,0,1,1,2016-06-03,0
521,69,65379,26926,331,39,4,1,1,0,2016-06-04,0
522,22,110196,1350,699,18,1,0,0,0,2016-06-05,1
523,29,117275,35694,540,6,2,0,1,0,2016-06-06,0
524,33,23812,35685,807,20,1,0,0,1,2016-06-07,0
525,43,37270,29949,340,17,2,0,1,1,2016-06-08,0
526,43,43978,13441,757,11,4,1,1,0,2016-06-09,1
527,65,31531,39778,308,11,0,1,1,1,2016-06-10,0
528,38,48783,13712,462,7,2,1,0,1,2016-06-11,0
529,56,80019,21343,780,15,2,1,1,1,2016-06-12,1
530,53,33236,6269,710,26,3,1,0,0,2016-06-13,0
531,50,137485,24624,674,38,4,0,0,1,2016-06-14,1
532,47,50093,11541,645,18,1,0,1,0,2016-06-15,1
533,54,89683,22561,309,14,2,0,0,1,2016-06-16,0
534,40,38515,32260,708,32,2,0,0,0,2016-06-17,0
535,27,113806,25287,487,31,3,0,0,0,2016-06-18,0
536,22,22759,16924,647,26,1,0,1,1,2016-06-19,0
537,53,129274,12153,521,14,0,1,1,0,2016-06-20,0
538,51,45316,24839,481,24,3,1,1,1,2016-06-21,0
539,69,88412,5104,367,33,1,0,1,0,2016-06-22,0
540,48,65480,35269,549,31,2,1,1,0,2016-06-23,0
541,27,33332,32199,624,7,2,0,0,0,2016-06-24,0
542,36,95439,3823,367,9,4,0,1,0,2016-06-25,0
543,49,69207,47487,642,14,3,0,0,0,2016-06-26,0
544,18,121666,1067,547,25,3,1,0,1,2016-06-27,0
545,22,63819,26907,621,24,0,0,0,0,2016-06-28,1
546,62,78150,13589,310,30,1,1,1,1,2016-06-29,0
547,21,137744,44280,410,12,4,0,1,1,2016-06-30,0
548,33,73902,24060,424,6,3,0,0,1,2016-07-01,0
549,41,29198,25328,764,33,0,1,0,0,2016-07-02,0
550,33,123307,6572,579,17,1,0,0,1,2016-07-03,0
551,19,35732,42437,529,1,0,1,0,0,2016-07-04,0
552,66,126209,28365,655,37,1,0,0,0,2016-07-05,1
553,45,106023,14255,760,11,1,0,0,1,2016-07-06,1
554,49,75419,38807,389,0,1,0,0,0,2016-07-07,0
555,44,21781,13333,660,38,0,0,0,1,2016-07-08,0
556,37,98948,47688,736,3,4,0,1,0,2016-07-09,0
557,41,70141,18407,784,27,2,0,1,0,2016-07-10,1
558,29,117090,15959,382,6,4,0,1,0,2016-07-11,0
559,67,81277,11084,382,23,2,0,1,0,2016-07-12,0
560,52,129660,22960,522,39,0,0,1,1,2016-07-13,0
561,50,76704,30118,389,29,3,1,1,1,2016-07-14,0
562,50,51485,38506,786,21,2,0,0,0,2016-07-15,0
563,68,74351,7814,539,21,3,0,0,0,2016-07-16,0
564,60,138057,40526,307,27,2,0,0,1,2016-07-17,0
565,54,46654,22126,809,19,2,0,1,1,2016-07-18,1
566,29,53145,35299,363,8,1,0,1,0,2016-07-19,0
567,20,71529,22083,668,27,2,1,0,0,2016-07-20,1
568,18,124349,6858,549,4,2,1,0,0,2016-07-21,0
569,50,66378,42734,837,21,2,1,0,1,2016-07-22,0
570,57,36665,15690,827,22,4,1,0,1,2016-07-23,0
571,27,82475,29271,359,9,1,0,1,0,2016-07-24,0
572,60,98462,7622,844,6,4,0,0,1,2016-07-25,1
573,61,104839,39821,624,39,4,0,1,0,2016-07-26,0
574,46,67802,6511,364,33,0,0,1,0,2016-07-27,0
575,30,97892,12447,755,29,1,0,0,1,2016-07-28,1
576,29,59752,46029,574,18,3,1,0,0,2016-07-29,0
577,48,56362,41399,453,14,1,0,0,0,2016-07-30,0
578,63,70990,9801,847,35,1,1,0,1,2016-07-31,1
579,19,67126,48634,793,38,1,1,1,1,2016-08-01,0
580,68,98160,15083,607,28,1,0,0,0,2016-08-02,1
581,67,59338,1191,428,34,1,1,0,0,2016-08-03,0
582,52,113004,41929,399,1,3,0,0,0,2016-08-04,0
583,40,116464,7785,697,39,0,1,0,0,2016-08-05,1
584,34,110326,45235,449,24,4,1,1,0,2016-08-06,0
585,43,41114,36511,591,34,0,1,0,0,2016-08-07,0
586,25,114630,45532,545,7,4,1,1,1,2016-08-08,0
587,46,22120,16839,411,35,1,0,1,0,2016-08-09,0
588,43,130289,13210,687,18,2,1,0,1,2016-08-10,1
589,27,121174,42118,479,4,4,0,0,0,2016-08-11,0
590,43,20785,20769,597,30,4,0,0,1,2016-08-12,0
591,51,76925,15243,651,37,4,0,0,0,2016-08-13,1
592,68,86473,40926,634,6,4,0,1,0,2016-08-14,0
593,58,148747,19393,778,27,3,0,0,0,2016-08-15,1
594,24,128185,31987,569,11,1,1,0,0,2016-08-16,0
595,21,49969,20106,313,32,3,0,0,1,2016-08-17,0
596,67,85236,38891,636,1,4,1,0,0,2016-08-18,0
597,62,113823,24323,750,14,2,1,1,1,2016-08-19,1
598,28,127752,31180,575,12,0,0,0,0,2016-08-20,0
599,46,121416,14641,329,4,2,1,0,1,2016-08-21,0
600,53,36297,10421,461,38,3,0,1,1,2016-08-22,0
601,42,42816,49132,423,10,0,1,1,1,2016-08-23,0
602,38,141386,37617,395,3,0,1,0,1,2016-08-24,0
603,53,125741,12416,500,32,0,1,0,0,2016-08-25,0
604,27,90070,35216,789,16,3,0,1,1,2016-08-26,0
605,54,29529,34772,652,0,2,0,1,0,2016-08-27,0
606,26,42013,10970,418,30,3,1,0,1,2016-08-28,0
607,41,50089,17595,355,12,0,1,0,1,2016-08-29,0
608,52,26171,23331,784,27,3,0,1,1,2016-08-30,0
609,66,61229,28936,805,39,0,0,1,1,2016-08-31,1
610,52,37874,31344,811,34,4,1,1,0,2016-09-01,0
611,65,58809,9369,643,33,3,0,1,0,2016-09-02,1
612,53,79465,45702,748,36,2,1,0,0,2016-09-03,0
613,35,79024,31596,380,27,1,1,1,1,2016-09-04,0
614,66,41153,46229,665,8,1,1,1,0,2016-09-05,0
615,56,124693,23492,507,9,4,1,1,1,2016-09-06,0
616,49,48429,46810,571,8,3,0,1,0,2016-09-07,0
617,41,77753,42582,347,8,2,1,1,0,2016-09-08,0
618,40,26641,1030,432,35,2,0,0,1,2016-09-09,0
619,49,62401,9195,729,35,4,1,1,1,2016-09-10,1
620,54,109075,14178,771,39,3,0,1,1,2016-09-11,1
621,29,145138,1017,594,37,3,0,0,1,2016-09-12,0
622,66,45367,26937,597,20,2,1,0,0,2016-09-13,0
623,30,41726,38095,637,30,2,1,1,1,2016-09-14,0
624,40,135047,2825,368,17,0,0,1,0,2016-09-15,0
625,42,24677,25623,590,33,2,0,0,0,2016-09-16,0
626,52,25139,7206,752,12,3,1,0,1,2016-09-17,0
627,58,77766,20545,409,35,0,1,1,0,2016-09-18,0
628,47,44696,35815,802,25,1,0,1,0,2016-09-19,0
629,34,71372,8766,652,38,2,1,0,0,2016-09-20,1
630,66,106049,25864,472,36,4,0,0,0,2016-09-21,0
631,37,96693,8248,525,24,4,0,0,0,2016-09-22,0
632,65,77414,25745,372,34,4,0,0,0,2016-09-23,0
633,42,32832,17031,506,7,2,1,0,0,2016-09-24,0
634,39,133413,29770,604,34,3,0,1,0,2016-09-25,1
635,30,149807,24410,477,34,2,1,0,1,2016-09-26,0
636,36,131559,41413,485,14,1,0,0,0,2016-09-27,0
637,66,121996,19574,812,28,1,1,0,1,2016-09-28,1
638,53,139318,40283,757,19,1,1,0,0,2016-09-29,0
639,29,146609,45786,624,31,2,0,0,1,2016-09-30,0
640,58,93741,14894,469,26,2,1,0,0,2016-10-01,0
641,36,25425,48496,508,37,1,1,0,0,2016-10-02,0
642,29,23900,33396,440,12,3,1,0,0,2016-10-03,0
643,26,97347,22607,671,4,0,0,0,1,2016-10-04,1
644,24,93998,43129,378,30,2,0,0,1,2016-10-05,0
645,45,140580,12938,349,11,1,0,1,0,2016-10-06,0
646,31,146004,33768,322,39,0,1,1,0,2016-10-07,0
647,48,123917,40639,650,18,2,0,1,0,2016-10-08,0
648,69,144463,6244,378,20,4,0,0,0,2016-10-09,0
649,36,49134,30041,442,38,0,0,0,1,2016-10-10,0
650,64,102442,8203,327,2,4,0,1,1,2016-10-11,0
651,33,22817,33463,661,9,1,0,0,1,2016-10-12,0
652,22,90486,22457,567,29,0,0,0,1,2016-10-13,0
653,52,55607,45798,425,6,0,0,1,0,2016-10-14,0
654,29,132637,12202,587,32,1,1,0,0,2016-10-15,0
655,42,109809,49941,656,16,3,1,0,1,2016-10-16,0
656,69,93027,22244,586,5,1,0,1,1,2016-10-17,0
657,38,93550,22668,595,1,3,1,0,1,2016-10-18,0
658,53,27691,13285,608,6,0,1,0,1,2016-10-19,0
659,40,85978,28620,847,36,2,1,1,1,2016-10-20,1
660,33,42778,19219,632,12,3,1,0,0,2016-10-21,1
661,56,77154,17195,414,15,0,1,0,1,2016-10-22,0
662,62,116415,6195,677,16,4,0,1,1,2016-10-23,1
663,59,112195,21301,719,7,3,0,0,1,2016-10-24,1
664,56,68788,4762,417,34,0,0,0,0,2016-10-25,0
665,31,113039,16049,766,27,0,1,0,1,2016-10-26,1
666,48,29413,42736,764,11,0,0,1,1,2016-10-27,0
667,22,134113,27071,608,22,4,0,0,0,2016-10-28,1
668,52,97177,23864,539,19,2,0,0,1,2016-10-29,0
669,40,63400,32649,614,0,4,0,0,0,2016-10-30,0
670,46,49899,14376,661,4,3,1,0,1,2016-10-31,1
671,60,132683,35330,377,9,0,0,1,0,2016-11-01,0
672,28,112474,14223,732,28,0,1,1,1,2016-11-02,1
673,35,65463,35821,487,17,4,1,1,1,2016-11-03,0
674,64,20894,43804,302,38,0,0,0,0,2016-11-04,0
675,29,130398,9629,594,7,2,0,0,0,2016-11-05,0
676,26,55021,35758,721,6,1,0,0,1,2016-11-06,0
677,27,115472,37735,467,20,2,0,1,0,2016-11-07,0
678,61,116296,37149,323,0,0,0,1,1,2016-11-08,0
679,34,149611,40073,619,13,2,1,0,0,2016-11-09,0
680,55,120314,8455,327,10,0,1,0,1,2016-11-10,0
681,24,108777,17192,691,32,1,0,0,1,2016-11-11,1
682,63,66442,23269,823,14,0,0,1,1,2016-11-12,1
683,30,139681,24892,766,12,4,1,1,0,2016-11-13,1
684,57,114302,14836,783,17,2,0,0,0,2016-11-14,1
685,59,106555,46575,583,32,1,1,0,1,2016-11-15,0
686,26,47791,28037,531,1,3,0,0,1,2016-11-16,0
687,67,149082,6383,519,0,0,0,0,1,2016-11-17,0
688,44,109728,18275,703,37,1,1,1,1,2016-11-18,1
689,19,125301,37186,706,33,2,1,0,0,2016-11-19,0
690,22,114716,29006,326,24,0,0,1,1,2016-11-20,0
691,46,63520,33598,784,21,0,1,0,1,2016-11-21,0
692,54,129342,14447,526,0,2,1,1,1,2016-11-22,0
693,55,127541,34084,473,11,1,1,1,1,2016-11-23,0
694,36,123137,15798,574,15,2,0,1,0,2016-11-24,0
695,25,49899,42981,388,18,2,1,1,0,2016-11-25,0
696,65,67802,18483,427,33,0,0,0,0,2016-11-26,0
697,62,121238,19851,807,12,0,0,1,1,2016-11-27,1
698,18,143350,24914,464,38,4,1,0,1,2016-11-28,0
699,39,98107,12709,507,14,2,1,0,0,2016-11-29,0
700,69,20371,43667,550,27,1,0,0,0,2016-11-30,0
701,34,50193,11608,577,4,4,0,0,0,2016-12-01,0
702,24,80747,36475,376,35,1,0,0,0,2016-12-02,0
703,42,100922,1029,497,30,1,0,1,1,2016-12-03,0
704,62,125302,1434,333,13,2,0,0,0,2016-12-04,0
705,21,34464,26771,663,24,3,0,0,0,2016-12-05,0
706,53,103323,45281,665,3,2,0,1,1,2016-12-06,0
707,23,106522,14802,765,37,4,1,1,1,2016-12-07,1
708,48,138634,43506,553,28,2,0,1,1,2016-12-08,0
709,36,69025,20925,510,2,2,0,0,1,2016-12-09,0
710,61,114187,27025,483,32,0,1,1,0,2016-12-10,0
711,56,131710,21866,354,39,3,1,1,1,2016-12-11,0
712,44,106593,14827,379,6,1,0,1,1,2016-12-12,0
713,27,49872,4554,511,20,1,0,1,0,2016-12-13,0
714,43,96248,24406,505,5,0,0,1,0,2016-12-14,0
715,36,84997,11952,597,8,3,1,0,1,2016-12-15,0
716,56,102927,11695,451,6,0,0,1,0,2016-12-16,0
717,20,113458,5257,504,6,2,0,0,1,2016-12-17,0
718,62,20667,20762,341,4,2,0,0,0,2016-12-18,0
719,30,36325,28374,644,1,2,0,1,0,2016-12-19,0
720,67,86982,27014,395,33,4,0,0,1,2016-12-20,0
721,45,35890,30287,588,38,1,0,1,0,2016-12-21,0
722,37,138654,34106,785,6,0,0,1,0,2016-12-22,0
723,45,46483,47116,591,31,4,1,1,0,2016-12-23,0
724,25,112479,39970,536,6,3,0,0,1,2016-12-24,0
725,58,112217,12115,660,37,1,1,1,1,2016-12-25,1
726,56,122672,6339,429,7,0,0,0,0,2016-12-26,0
727,18,58085,3408,609,5,0,0,0,1,2016-12-27,1
728,20,141934,12025,824,39,0,1,1,1,2016-12-28,1
729,30,121333,7168,309,33,3,1,1,1,2016-12-29,0
730,45,61000,19313,797,17,1,0,0,1,2016-12-30,1
731,66,33025,19884,367,18,0,0,0,1,2016-12-31,0
732,42,140580,24758,712,2,3,1,0,1,2017-01-01,1
733,50,49940,27648,799,22,1,0,0,0,2017-01-02,1
734,55,141878,10299,648,4,1,0,1,1,2017-01-03,1
735,23,139492,19679,490,18,3,0,0,0,2017-01-04,0
736,61,108299,8415,300,15,1,1,1,1,2017-01-05,0
737,62,44701,8218,530,23,1,0,0,0,2017-01-06,0
738,49,102697,8092,814,3,3,1,1,1,2017-01-07,1
739,62,61795,43505,311,35,4,0,1,0,2017-01-08,0
740,64,149163,19608,325,38,0,0,0,1,2017-01-09,0
741,38,110990,7268,702,20,4,0,1,1,2017-01-10,1
742,33,122793,25741,803,0,2,1,1,1,2017-01-11,1
743,38,33115,12611,583,18,2,0,1,1,2017-01-12,0
744,28,59038,37208,848,22,2,1,0,0,2017-01-13,0
745,54,76433,18265,743,30,1,1,0,0,2017-01-14,1
746,53,66999,6933,547,6,0,0,1,1,2017-01-15,0
747,52,94564,8414,642,22,4,0,0,1,2017-01-16,1
748,36,61484,5165,793,11,4,1,0,1,2017-01-17,1
749,37,127747,7137,769,29,3,1,0,1,2017-01-18,1
750,35,27688,34290,848,38,1,0,0,0,2017-01-19,0
751,64,122545,32826,474,35,1,0,0,1,2017-01-20,0
752,58,142018,43383,769,14,2,1,0,1,2017-01-21,0
753,66,127230,44679,642,32,1,0,0,0,2017-01-22,0
754,31,43255,43369,845,34,3,0,1,1,2017-01-23,0
755,32,99747,15310,638,29,3,1,1,0,2017-01-24,1
756,48,102088,4129,704,25,3,1,0,0,2017-01-25,1
757,18,66617,20365,793,30,0,0,0,1,2017-01-26,1
758,20,62108,36918,617,37,1,1,1,1,2017-01-27,0
759,33,61259,23712,745,22,0,1,0,1,2017-01-28,1
760,40,97049,14388,324,8,4,1,1,1,2017-01-29,0
761,28,90569,34862,604,27,4,1,1,1,2017-01-30,0
762,29,86057,18523,829,21,0,0,1,0,2017-01-31,1
763,27,116360,28832,336,4,0,1,1,1,2017-02-01,0
764,49,143497,7466,326,13,3,0,1,1,2017-02-02,0
765,33,98792,9206,830,6,3,0,0,0,2017-02-03,1
766,25,130080,16187,337,34,2,1,1,1,2017-02-04,0
767,55,46293,40353,478,14,0,1,1,0,2017-02-05,0
768,29,50607,35306,744,18,4,1,1,0,2017-02-06,0
769,41,32793,38945,549,2,0,0,1,0,2017-02-07,0
770,45,110413,7542,586,17,2,1,0,1,2017-02-08,0
771,25,127148,46826,538,12,2,0,0,1,2017-02-09,0
772,45,56069,8579,757,12,1,0,1,0,2017-02-10,1
773,53,106079,27286,498,28,1,1,0,0,2017-02-11,0
774,43,47213,44584,781,2,0,1,1,0,2017-02-12,0
775,25,38663,43420,315,25,1,0,1,0,2017-02-13,0
776,67,62582,6011,832,34,1,0,0,1,2017-02-14,1
777,45,84694,14322,509,3,2,1,1,0,2017-02-15,0
778,45,114526,35584,528,23,4,0,1,0,2017-02-16,0
779,54,54449,27814,325,8,3,0,0,1,2017-02-17,0
780,58,33116,6635,531,12,2,1,1,0,2017-02-18,0
781,53,118395,7994,715,26,1,0,1,1,2017-02-19,1
782,44,23706,29213,722,1,4,1,1,0,2017-02-20,0
783,34,36147,39971,469,19,2,1,0,1,2017-02-21,0
784,26,119264,5251,488,14,2,0,1,1,2017-02-22,0
785,50,40543,45169,839,11,0,0,0,1,2017-02-23,0
786,37,119147,47074,348,1,0,0,0,1,2017-02-24,0
787,30,134906,40380,363,38,4,0,0,0,2017-02-25,0
788,45,28895,43659,556,15,3,1,0,0,2017-02-26,0
789,65,82058,14903,847,27,4,0,1,0,2017-02-27,1
790,46,42412,20360,322,35,1,0,1,0,2017-02-28,0
791,30,53014,25890,487,22,3,0,1,1,2017-03-01,0
792,63,33251,30874,350,6,3,1,1,1,2017-03-02,0
793,52,148472,47125,306,14,1,1,0,1,2017-03-03,0
794,23,130533,45428,776,38,0,0,1,0,2017-03-04,0
795,35,25109,36226,801,34,2,1,0,0,2017-03-05,0
796,68,44632,17519,631,2,0,1,0,0,2017-03-06,1
797,22,115276,12143,735,24,4,0,1,1,2017-03-07,1
798,64,32151,7656,677,39,2,1,0,1,2017-03-08,0
799,42,66165,32210,300,35,0,1,0,1,2017-03-09,0
800,19,75276,33623,696,34,0,0,1,1,2017-03-10,0
801,27,115269,24520,679,9,4,0,1,0,2017-03-11,1
802,47,26325,7076,614,12,4,1,0,1,2017-03-12,0
803,67,108227,13755,613,23,2,0,0,1,2017-03-13,1
804,62,114964,3769,601,4,4,1,0,1,2017-03-14,1
805,22,95586,37441,655,16,2,0,0,0,2017-03-15,0
806,50,21912,29698,656,24,0,0,1,0,2017-03-16,0
807,18,56989,42157,377,12,3,1,1,1,2017-03-17,0
808,35,27374,16251,451,37,4,0,1,1,2017-03-18,0
809,49,53034,10189,479,12,4,1,1,0,2017-03-19,0
810,64,132993,16077,480,11,0,1,1,0,2017-03-20,0
811,66,105402,16887,531,28,0,1,0,0,2017-03-21,0
812,28,66678,48043,586,11,2,0,0,1,2017-03-22,0
813,38,111792,15357,843,24,2,1,1,1,2017-03-23,1
814,43,113305,47152,794,28,2,1,0,0,2017-03-24,0
815,42,70683,2719,352,2,0,1,0,1,2017-03-25,0
816,39,30198,29535,532,31,2,0,0,1,2017-03-26,0
817,44,114817,42351,397,20,4,1,1,1,2017-03-27,0
818,66,90100,43315,497,6,0,1,0,1,2017-03-28,0
819,30,147776,32157,346,2,0,1,1,1,2017-03-29,0
820,50,56996,22387,406,7,2,1,1,1,2017-03-30,0
821,51,80794,36023,630,6,1,0,1,0,2017-03-31,0
822,58,27155,13301,842,15,4,0,0,0,2017-04-01,0
823,52,67952,6341,361,20,4,0,1,1,2017-04-02,0
824,18,143899,3026,593,14,2,0,0,1,2017-04-03,0
825,38,118621,5339,335,36,4,0,1,0,2017-04-04,0
826,65,78944,2298,607,29,1,1,0,0,2017-04-05,1
827,23,86246,35380,661,27,2,1,0,1,2017-04-06,0
828,45,31388,33875,442,6,4,0,0,1,2017-04-07,0
829,34,94178,2353,556,28,4,0,0,1,2017-04-08,0
830,22,46457,35414,415,31,0,1,0,1,2017-04-09,0
831,48,38127,5220,615,20,3,0,1,1,2017-04-10,0
832,22,54091,18500,835,7,0,0,0,0,2017-04-11,1
833,55,31752,42371,458,5,2,0,1,0,2017-04-12,0
834,20,71832,4020,710,29,1,1,1,0,2017-04-13,1
835,40,24237,1236,830,2,1,1,0,0,2017-04-14,0
836,54,23051,36470,528,14,4,0,0,0,2017-04-15,0
837,54,115705,42168,311,27,0,1,1,0,2017-04-16,0
838,27,84346,14630,642,15,2,0,0,1,2017-04-17,1
839,27,106584,13297,320,28,3,0,0,1,2017-04-18,0
840,36,63311,16103,421,27,2,1,1,1,2017-04-19,0
841,34,39088,17269,318,4,3,0,0,1,2017-04-20,0
842,38,25675,36105,316,29,2,0,0,1,2017-04-21,0
843,31,59555,39494,372,11,3,0,1,1,2017-04-22,0
844,26,22640,11022,489,1,0,0,0,0,2017-04-23,0
845,63,83328,19335,765,21,0,0,0,0,2017-04-24,1
846,18,32317,11319,576,36,0,1,0,1,2017-04-25,0
847,68,64408,41656,575,14,1,0,0,1,2017-04-26,0
848,62,125680,28747,492,17,2,1,0,0,2017-04-27,0
849,30,126442,40330,457,4,0,0,1,1,2017-04-28,0
850,21,123666,27646,449,32,1,0,0,1,2017-04-29,0
851,18,53462,49920,608,2,4,0,1,1,2017-04-30,0
852,66,106173,42206,531,28,4,1,0,1,2017-05-01,0
853,57,95921,23105,561,33,0,0,1,0,2017-05-02,0
854,49,77683,48035,593,7,2,0,1,0,2017-05-03,0
855,51,35201,19917,621,26,2,1,1,0,2017-05-04,0
856,45,54536,14330,784,27,0,1,0,1,2017-05-05,1
857,48,44667,29138,434,6,1,1,0,0,2017-05-06,0
858,25,130920,42746,395,5,1,1,0,0,2017-05-07,0
859,56,85707,22613,331,5,2,1,1,0,2017-05-08,0
860,43,55517,16214,714,21,0,0,1,0,2017-05-09,1
861,51,55870,39494,609,22,2,0,0,0,2017-05-10,0
862,20,135308,30668,703,27,0,1,1,0,2017-05-11,0
863,67,132911,44403,754,25,4,1,1,0,2017-05-12,0
864,29,57982,1341,833,32,4,1,1,1,2017-05-13,1
865,18,78332,29593,753,23,4,0,0,1,2017-05-14,1
866,61,52844,40499,375,14,3,0,0,0,2017-05-15,0
867,22,104118,43142,671,10,0,1,0,0,2017-05-16,0
868,47,24237,31028,353,20,1,0,1,1,2017-05-17,0
869,47,143110,18430,548,21,1,1,0,0,2017-05-18,0
870,34,50465,2020,583,34,0,0,1,0,2017-05-19,0
871,65,26027,47796,551,11,4,1,1,0,2017-05-20,0
872,64,98777,31533,756,12,3,0,1,1,2017-05-21,0
873,40,30367,28887,710,34,1,0,0,1,2017-05-22,0
874,32,47483,3242,466,39,1,1,0,1,2017-05-23,0
875,54,75007,9902,523,23,2,1,1,1,2017-05-24,0
876,38,100567,28636,720,2,4,0,0,0,2017-05-25,1
877,31,120848,3557,451,23,4,1,0,1,2017-05-26,0
878,19,117559,22726,579,35,4,0,1,1,2017-05-27,0
879,28,83268,6547,841,12,4,1,0,1,2017-05-28,1
880,68,113724,47929,454,26,4,1,0,1,2017-05-29,0
881,56,134675,31150,408,9,0,0,1,0,2017-05-30,0
882,55,121161,30665,750,22,3,0,1,0,2017-05-31,0
883,51,119857,42686,433,38,2,0,1,1,2017-06-01,0
884,55,91810,30703,818,11,1,1,0,0,2017-06-02,0
885,67,82924,15193,674,17,1,0,1,0,2017-06-03,1
886,51,98092,13571,640,18,0,0,1,1,2017-06-04,1
887,35,145545,10708,754,37,1,1,1,0,2017-06-05,1
888,47,72892,13726,557,1,3,1,1,1,2017-06-06,0
889,32,127457,47846,756,3,4,0,1,0,2017-06-07,0
890,44,83034,7466,494,31,2,0,0,1,2017-06-08,0
891,68,54395,23220,442,18,0,0,1,1,2017-06-09,0
892,51,46543,23438,334,32,3,0,1,0,2017-06-10,0
893,69,97059,7858,512,23,4,0,0,1,2017-06-11,0
894,55,21074,40324,442,24,3,0,1,0,2017-06-12,0
895,50,105124,24696,823,39,2,0,1,0,2017-06-13,1
896,41,33990,49773,312,0,3,0,1,0,2017-06-14,0
