ID,Age,Income,LoanAmount,CreditScore,EmploymentYears,FamilySize,OwnsCar,OwnsPropertyBefore,OwnsHouse
631,61,67313,302418,709,39,6,1,1,1
632,58,98735,250477,355,31,7,1,0,1
633,33,80131,479829,834,28,9,0,0,1
634,50,146195,189654,576,36,3,0,0,1
635,24,127127,8614,441,1,7,1,1,1
636,54,192836,421661,789,19,1,1,0,1
637,42,181971,120452,535,23,9,1,1,1
638,48,67740,100061,695,29,8,1,0,1
639,62,174353,115142,629,5,5,0,1,1
640,30,132339,5565,730,2,5,1,1,1
641,37,88570,428284,708,28,9,0,1,1
642,66,164400,315084,791,39,4,0,0,1
643,31,64047,327838,392,34,1,0,1,1
644,28,139168,289926,421,0,5,0,1,1
645,29,170868,60542,498,28,9,0,1,1
646,63,92666,82677,541,17,8,1,0,1
647,36,122173,491804,392,5,2,0,1,1
648,57,75251,418866,379,28,5,0,1,1
649,26,20791,276440,627,21,3,1,1,1
650,65,32333,205516,742,35,9,1,1,1
651,32,187681,19695,319,31,4,1,1,1
652,59,88892,59252,361,31,5,1,0,1
653,61,191362,484344,584,0,4,1,0,0
654,28,155997,321614,647,37,6,0,1,1
655,69,161836,48306,636,3,7,0,0,1
656,46,74226,345949,815,10,1,1,1,1
657,21,97632,418758,351,18,2,1,1,1
658,24,59468,358413,397,5,3,0,1,0
659,48,22094,180317,329,26,6,0,0,0
660,56,65583,128022,619,23,8,0,1,1
661,57,69021,457807,598,14,8,1,0,0
662,38,35362,321879,651,37,2,0,1,1
663,27,192647,335402,525,0,6,0,0,0
664,67,197093,465463,792,13,3,1,1,1
665,64,32185,30100,509,0,3,0,0,0
666,20,190843,44138,558,7,7,1,0,1
667,41,101678,308125,723,22,7,1,0,1
668,36,138984,408011,414,30,7,0,1,1
669,26,186141,371444,478,21,4,1,1,1
670,44,63190,78188,710,24,5,0,0,1
671,64,160836,481703,720,26,4,0,0,1
672,23,178185,491613,325,3,8,1,1,1
673,55,36888,412773,655,0,3,0,0,0
674,25,34748,288277,725,36,6,1,0,1
675,50,71013,496001,395,20,2,1,1,1
676,38,181275,328598,758,19,5,1,1,1
677,63,135091,452201,613,15,2,0,1,1
678,58,40715,175318,555,0,1,0,1,0
679,46,193651,133589,622,18,3,1,0,1
680,29,22906,223421,446,38,4,1,0,0
681,45,113125,392733,662,21,7,1,0,1
682,38,31808,372890,652,11,2,0,0,1
683,58,172184,301025,796,19,3,1,0,1
684,22,84945,21962,432,20,6,0,0,1
685,64,87105,332508,493,23,2,0,1,1
686,32,130212,237604,820,16,3,1,1,1
687,69,46419,305477,468,31,5,1,0,0
688,47,146258,68111,695,3,4,0,1,1
689,39,31156,93307,620,5,5,0,1,1
690,47,25062,350227,771,39,8,0,1,1
691,27,178817,363337,636,22,5,0,1,1
692,60,54940,140205,354,29,4,1,0,0
693,58,42463,489317,682,5,6,1,1,1
694,20,56188,126180,352,28,9,0,1,1
695,22,91813,63866,729,12,6,0,1,1
696,32,54017,234825,692,16,5,1,0,1
697,47,134375,288491,578,26,3,0,1,1
698,68,181316,118168,845,20,9,0,0,1
699,44,22697,161082,785,16,4,1,0,1
700,52,165975,482005,531,31,6,0,1,1
701,57,130930,26271,590,35,1,1,1,1
702,25,74086,60048,347,27,6,0,0,0
703,63,108385,218329,764,21,6,0,0,1
704,64,56652,319951,832,10,8,0,0,1
705,51,158326,174473,593,25,8,0,1,1
706,64,81631,103568,608,31,6,1,0,1
707,66,100527,453505,590,19,4,1,1,1
708,40,196649,80449,569,23,6,0,1,1
709,35,124084,232476,613,26,8,1,1,1
710,40,139771,469229,367,24,5,1,1,1
711,30,133645,132986,337,29,6,1,1,1
712,56,79019,250499,737,26,9,0,1,1
713,55,171539,486685,821,3,5,0,0,1
714,54,140807,271548,438,27,5,1,0,1
715,38,124528,84921,414,6,9,1,0,1
716,39,85233,182475,781,12,8,0,1,1
717,37,20372,376993,805,23,2,1,1,1
718,66,91564,148813,636,18,2,1,1,1
719,60,143297,1175,495,7,9,1,0,1
720,68,148058,123735,592,35,4,0,1,1
721,33,83615,367866,573,29,9,0,0,1
722,34,49445,54865,594,0,6,1,0,0
723,50,105532,316952,544,28,7,1,0,1
724,20,129435,168280,339,9,1,1,1,1
725,22,175203,303208,306,6,1,1,0,1
726,35,173806,137496,759,13,8,1,0,1
727,42,185172,44763,446,22,4,0,0,1
728,30,165810,307357,592,31,1,0,1,1
729,31,96974,394166,563,35,9,1,1,1
730,29,141049,111192,626,26,9,1,1,1
731,51,199871,443287,647,15,2,0,0,1
732,35,198501,220153,468,31,4,1,1,1
733,27,151827,92391,342,14,4,1,1,1
734,57,82716,417662,748,15,6,1,1,1
735,31,89061,426406,520,13,1,0,0,1
736,43,49884,250060,546,2,3,1,1,0
737,47,21796,58113,513,39,4,0,1,1
738,27,164826,174607,673,32,2,1,0,1
739,47,163233,400559,449,25,7,1,0,1
740,55,137747,43159,730,36,1,0,0,1
741,45,87713,237489,841,19,6,0,1,1
742,27,113668,23681,498,39,7,1,0,1
743,69,87586,233948,803,32,8,1,0,1
744,47,142206,351270,625,25,3,0,1,1
745,47,110666,53606,379,11,5,1,1,1
746,56,133796,263376,328,12,1,1,1,1
747,60,58577,441786,738,6,5,0,1,1
748,55,74765,24214,813,5,5,1,1,1
749,46,44841,258571,681,21,6,1,1,1
750,36,45498,339020,515,4,6,1,1,0
751,28,128567,318020,709,2,8,0,1,1
752,52,132642,481422,609,39,3,0,0,1
753,39,87229,108020,801,25,8,1,0,1
754,32,147855,139323,308,9,3,0,1,1
755,47,83914,432447,529,27,6,0,1,1
756,67,131399,414593,399,30,4,1,1,1
757,48,34838,111557,730,39,2,1,0,1
758,32,121224,458559,649,27,9,1,0,1
759,65,106765,432291,389,18,8,0,1,1
760,54,89703,275670,842,11,3,0,1,1
761,25,173687,55564,520,25,8,1,1,1
762,37,61845,158465,788,33,4,0,1,1
763,24,58907,156535,363,10,2,0,0,0
764,66,182230,415492,604,27,7,1,0,1
765,44,75421,220199,459,35,5,1,1,1
766,21,53330,487375,490,30,3,1,1,1
767,29,199217,185791,479,38,6,0,0,1
768,49,75244,78886,466,6,3,0,0,0
769,69,141696,402082,375,11,9,1,0,1
770,64,60564,231352,347,38,9,1,1,1
771,24,123963,251432,430,6,9,0,0,1
772,52,141299,121004,542,21,5,0,1,1
773,20,140972,434337,697,11,2,1,0,1
774,37,82469,491410,325,25,5,0,1,1
775,51,22716,261354,590,18,2,0,1,1
776,66,183433,455037,514,39,9,0,0,1
777,68,47254,169689,815,22,3,0,1,1
778,30,62632,226089,728,14,2,1,0,1
779,40,123964,403306,528,8,9,0,0,1
780,45,129623,174096,747,33,9,1,0,1
781,44,41277,291952,645,8,3,1,0,1
782,41,146833,395298,414,27,6,0,1,1
783,46,37503,91339,679,31,1,0,0,1
784,68,120566,136354,395,11,6,1,1,1
785,32,106921,135524,441,4,1,0,1,1
786,52,183307,192773,480,12,8,0,0,1
787,53,96180,337331,457,31,2,0,1,1
788,60,172759,493641,321,22,5,1,0,1
789,54,199481,351018,764,5,7,0,0,1
790,20,129264,119190,393,11,2,0,0,1
791,40,191170,350323,552,8,7,1,1,1
792,67,184622,246954,399,32,7,1,1,1
793,25,52864,103860,385,35,7,0,1,1
794,47,159850,323143,602,29,2,1,1,1
795,36,180855,378440,578,33,4,0,0,1
796,24,116923,32194,632,28,1,1,1,1
797,50,65596,457568,797,39,2,0,0,1
798,24,172367,468161,529,36,3,0,0,1
799,57,169694,438689,480,1,5,0,0,0
800,22,176564,417698,663,26,7,1,1,1
801,42,149739,394705,744,28,3,1,1,1
802,56,39733,394906,313,29,4,0,0,0
803,56,129082,142832,577,24,3,0,1,1
804,29,32372,266987,623,6,3,0,1,1
805,29,131950,364186,380,25,3,0,0,1
806,38,55256,208869,686,26,6,0,0,1
807,36,93353,172479,721,28,5,0,0,1
808,40,104757,301862,818,24,5,1,0,1
809,33,134687,140475,696,13,9,0,0,1
810,28,125700,151760,651,34,1,1,0,1
811,65,169297,173128,738,11,1,1,1,1
812,20,78546,229471,665,26,4,0,1,1
813,64,28064,442262,535,7,8,1,0,0
814,32,123073,89067,648,38,8,1,0,1
815,23,165058,308746,447,19,2,0,1,1
816,20,61689,474115,787,26,4,1,1,1
817,68,183915,479282,605,0,6,1,1,1
818,59,64006,187685,418,33,5,1,1,1
819,51,52195,168498,303,26,4,1,1,1
820,53,20203,181807,330,10,5,1,0,0
821,47,191735,483279,823,37,1,1,0,1
822,50,197886,93987,667,9,9,1,0,1
823,27,65248,27928,713,2,4,0,1,1
824,58,27460,344905,335,28,3,1,1,1
825,45,138463,155204,836,36,2,0,1,1
826,53,77230,292712,676,31,5,1,1,1
827,22,142268,189777,705,10,1,0,0,1
828,69,155427,29558,847,5,8,1,0,1
829,31,51935,21526,430,3,5,0,1,0
830,20,137739,299493,377,5,9,0,1,1
831,63,22663,491021,838,30,3,1,1,1
832,24,192463,396979,783,11,4,1,0,1
833,49,114903,90198,818,11,8,0,0,1
834,49,170618,130940,720,2,1,1,1,1
835,36,151110,238639,343,8,6,0,0,1
836,67,198884,182114,371,6,6,1,0,1
837,66,30318,87864,614,3,1,0,0,0
838,42,159992,21152,431,26,9,0,1,1
839,34,81243,3877,790,18,4,1,0,1
840,56,130723,166336,429,38,7,0,1,1
841,40,104044,53765,544,23,9,0,1,1
842,33,174855,255636,527,24,9,1,0,1
843,21,56902,101402,511,22,4,1,0,0
844,30,117845,374084,662,18,7,1,1,1
845,58,187611,471514,710,16,9,1,0,1
846,57,91074,22009,688,24,6,0,0,1
847,53,68949,176619,310,4,8,1,0,0
848,57,124765,443013,780,12,6,0,0,1
849,69,66543,303911,318,9,7,1,1,1
850,53,31398,430232,532,37,2,0,0,0
851,37,165844,35314,573,12,6,0,0,1
852,49,93436,486212,306,16,6,1,0,1
853,34,180083,144061,303,37,4,0,0,1
854,46,129809,262222,448,16,9,1,1,1
855,53,70396,240685,427,9,9,1,0,0
856,57,130583,181679,340,3,2,1,1,1
857,52,86193,346533,689,23,3,1,1,1
858,43,129461,81468,760,0,2,0,0,1
859,34,40840,36432,445,1,1,0,1,0
860,49,178691,335120,770,32,2,0,0,1
861,61,118119,473647,677,5,7,1,1,1
862,36,100061,195616,778,32,9,1,1,1
863,24,83900,496145,342,13,2,1,1,1
864,48,65384,236579,349,36,9,1,0,0
865,23,144679,204597,530,26,8,0,0,1
866,29,49917,34690,576,4,8,0,1,0
867,36,132301,37976,796,0,9,0,1,1
868,29,108155,59234,588,20,2,1,0,1
869,36,90071,103276,519,11,2,0,1,1
870,39,76425,7827,329,1,5,1,0,0
871,43,100116,490083,332,6,6,1,1,1
872,24,195658,123754,374,32,3,0,0,1
873,53,81321,79902,548,34,3,1,1,1
874,25,87512,474132,394,9,5,1,1,1
875,21,121973,312959,512,17,6,0,0,1
876,32,138880,18788,388,34,3,0,0,1
877,62,67055,122145,445,38,1,0,1,1
878,62,20937,363237,782,38,5,0,1,1
879,67,37673,410808,747,3,4,1,0,0
880,30,122974,416420,584,18,4,0,0,1
881,66,92957,155192,632,18,4,0,1,1
882,42,199654,139574,383,1,8,1,1,1
883,35,180572,433822,557,38,2,0,0,1
884,50,32953,170518,567,9,3,1,1,1
885,30,87052,196202,629,16,8,1,1,1
886,35,197412,183909,591,39,4,0,1,1
887,27,63042,78154,690,39,7,0,1,1
888,23,139180,218086,573,16,9,1,0,1
889,59,91706,412463,731,12,3,1,0,1
890,23,177579,388499,400,25,5,1,0,1
891,44,144765,94564,693,30,1,0,0,1
892,22,153425,462726,431,29,4,1,0,1
893,51,31999,55394,425,29,5,0,0,0
894,22,96474,27265,324,39,8,1,0,1
895,46,83134,20730,488,14,2,0,1,1
896,48,151652,212704,368,34,3,0,0,1
897,51,90086,278823,752,29,5,0,1,1
898,69,65248,309655,346,14,3,0,1,1
899,38,137651,498022,582,22,4,0,0,1
900,40,82249,409545,616,9,4,1,1,1
901,24,187956,60013,642,0,2,0,0,1
902,37,167500,189448,755,6,6,0,1,1
903,47,27647,471673,713,10,2,0,1,1
904,61,88079,420138,699,14,9,0,0,1
905,41,100094,493408,647,33,4,1,0,1
906,40,73546,56882,492,0,3,0,0,0
907,25,100919,275156,745,5,4,0,0,1
908,20,50033,353229,593,18,9,0,1,1
909,24,105075,37425,770,3,1,0,1,1
910,60,105625,310475,554,10,8,0,0,1
911,31,118820,46229,392,25,3,0,0,1
912,45,51000,219739,446,32,9,0,0,0
913,65,92113,381530,564,17,8,1,1,1
914,53,163701,353289,384,24,4,0,1,1
915,68,187498,58577,356,34,1,0,0,1
916,33,157994,235479,679,13,6,0,0,1
917,45,113435,60098,504,29,4,1,0,1
918,64,146956,208259,480,36,9,1,0,1
919,46,119294,275485,736,0,3,1,1,1
920,28,81049,222676,636,3,4,1,1,1
921,45,116155,157845,457,3,6,0,1,1
922,66,27721,186459,495,4,4,0,0,0
923,41,136539,144072,815,9,3,1,0,1
924,66,192029,323947,464,14,9,0,1,1
925,49,121013,352552,335,37,3,0,0,1
926,62,131870,132584,769,36,3,0,1,1
927,67,87714,93839,808,5,9,0,1,1
928,36,115166,80823,315,21,9,0,0,1
929,45,131992,137700,547,18,5,0,0,1
930,55,29747,287300,689,8,5,0,1,1
931,20,151050,483981,539,22,8,0,0,1
932,27,144102,191923,421,25,8,0,1,1
933,68,172390,361485,414,22,9,0,0,1
934,54,149244,451246,511,15,4,1,1,1
935,34,177691,469775,543,27,9,0,1,1
936,66,93640,194918,551,32,7,1,1,1
937,41,67746,145962,531,7,4,0,0,0
938,33,158410,394819,544,36,7,1,0,1
939,45,86704,92926,406,24,4,0,0,1
940,47,149511,365476,561,34,2,1,1,1
941,42,76500,350861,534,33,5,1,1,1
942,33,162395,439336,304,2,3,1,1,1
943,43,88163,172118,493,33,4,1,0,1
944,21,148191,271176,347,20,8,1,0,1
945,64,38919,318871,497,34,9,1,0,0
946,45,169728,87114,441,39,4,1,1,1
947,33,73956,499675,377,34,9,1,1,1
948,26,36544,261138,649,24,2,0,1,1
949,22,70936,350162,467,1,3,1,0,0
950,66,39566,450315,374,5,6,1,1,0
951,42,146854,431918,705,6,7,1,1,1
952,65,34880,241249,712,35,6,1,0,1
953,62,163008,415883,347,38,4,0,1,1
954,66,116284,479362,537,5,1,0,1,1
955,64,32198,70557,819,39,2,1,0,1
956,37,28376,302265,434,37,2,0,0,0
957,57,87432,304494,707,25,5,1,0,1
958,54,129791,347309,363,30,1,0,1,1
959,34,186244,47282,432,20,5,1,0,1
960,44,168188,488290,497,17,9,1,0,1
961,56,83295,142862,775,16,8,0,1,1
962,47,160885,402218,826,31,6,0,0,1
963,29,71313,6549,389,4,7,1,0,0
964,58,126873,386312,832,21,5,1,0,1
965,36,40232,448859,640,3,2,0,0,0
966,58,53609,76636,820,28,5,1,1,1
967,41,136859,327910,730,4,3,0,0,1
968,45,59021,289254,663,4,9,0,0,0
969,63,65108,283600,724,12,2,0,1,1
970,44,150221,464195,731,28,6,0,0,1
971,36,105305,151608,617,30,4,0,0,1
972,32,24821,447750,384,12,7,1,0,0
973,39,140501,458241,541,1,6,1,1,1
974,44,168869,264245,834,6,4,1,0,1
975,23,85580,141732,533,32,1,1,1,1
976,29,169142,135113,401,20,5,1,0,1
977,22,25236,223185,828,30,1,0,1,1
978,60,46745,339355,313,19,7,0,1,1
979,64,157697,380986,396,19,4,1,1,1
980,37,113353,338349,475,33,8,1,1,1
981,66,170181,338366,305,1,1,1,1,1
982,55,177071,75170,603,5,3,1,0,1
983,66,191849,381794,787,11,2,0,0,1
984,41,24014,468850,544,27,1,0,1,1
985,53,58548,449629,842,37,2,1,1,1
986,66,61033,265428,316,6,3,1,0,0
987,27,59060,36409,568,22,6,0,1,1
988,59,87096,466648,540,39,4,0,0,1
989,68,78235,412300,474,7,9,1,1,1
990,63,96860,457542,768,19,4,1,0,1
991,38,112001,178387,817,16,5,1,0,1
992,61,115285,101164,309,20,3,1,1,1
993,60,45822,352388,825,35,1,0,1,1
994,56,102392,269477,596,15,4,0,0,1
995,25,140123,228267,676,36,1,0,1,1
996,45,54985,215064,642,9,2,0,1,1
997,53,45276,325457,540,20,7,0,1,1
998,64,194111,162775,409,29,8,1,0,1
999,25,154059,7566,680,29,2,0,0,1
1000,56,28330,111303,522,14,2,1,1,1
1001,52,177045,331596,817,28,9,1,0,1
1002,41,169593,54182,504,18,7,1,1,1
1003,40,95811,229423,443,28,5,1,0,1
1004,25,68119,350259,828,5,6,1,1,1
1005,25,134619,297019,473,22,3,1,1,1
1006,67,178624,334296,778,26,4,0,0,1
1007,23,57603,8982,309,11,5,0,1,1
1008,49,48940,284100,458,9,5,0,0,0
1009,30,197037,178995,533,25,3,1,1,1
1010,49,28377,132949,433,24,5,1,0,0
1011,50,82308,178926,665,26,8,0,1,1
1012,43,55961,331541,452,22,8,0,1,1
1013,28,24928,278040,722,21,1,0,1,1
1014,22,29604,186550,847,38,8,0,1,1
1015,50,68029,292078,461,10,1,0,0,0
1016,59,113300,370751,627,34,3,0,1,1
1017,56,164849,375104,313,0,1,0,1,1
1018,55,191436,163331,348,25,4,1,0,1
1019,43,72068,489267,642,11,4,0,1,1
1020,50,176663,123508,643,9,8,0,1,1
1021,25,182977,64415,760,26,3,0,0,1
1022,21,132236,95796,533,17,4,1,0,1
1023,39,123949,355865,738,15,3,0,0,1
1024,47,155333,430691,584,1,2,0,1,1
1025,30,185775,342946,626,38,1,0,1,1
1026,23,57306,331749,776,9,1,1,0,1
1027,34,89962,154330,441,37,8,0,0,1
1028,25,82432,374285,807,26,7,1,0,1
1029,68,152430,3489,306,12,3,0,0,1
1030,49,98959,168507,460,11,5,1,0,1
1031,57,54537,312984,321,13,1,1,0,0
1032,21,47337,166453,569,0,6,1,1,0
1033,34,145762,137982,428,9,5,1,1,1
1034,30,149162,289178,340,13,5,0,0,1
1035,27,83247,24596,840,20,8,1,1,1
1036,45,111301,64431,344,10,2,0,1,1
1037,64,197565,258594,435,17,2,1,1,1
1038,63,37576,224947,433,33,9,0,1,1
1039,24,55584,111045,734,33,1,1,1,1
1040,25,59035,415202,535,32,2,0,0,0
1041,45,113733,238745,762,37,8,1,1,1
1042,23,174481,275446,359,12,7,1,0,1
1043,38,155928,421518,596,8,1,1,1,1
1044,39,115980,153604,313,10,4,1,0,1
1045,52,107163,481241,494,32,5,0,0,1
1046,39,192257,199328,439,37,9,1,1,1
1047,68,187817,27544,406,35,1,0,1,1
1048,31,180784,334456,364,27,3,0,1,1
1049,66,32023,11984,828,26,4,1,0,1
1050,20,145524,185267,821,39,7,0,1,1
1051,45,120187,346795,682,39,9,1,1,1
1052,33,82919,414483,742,17,7,1,1,1
1053,57,20540,176873,449,13,3,1,0,0
1054,56,28837,188727,661,32,9,0,0,1
1055,30,172257,386369,340,21,5,0,1,1
1056,55,123030,84598,563,28,5,0,0,1
1057,32,84889,270855,670,15,5,0,1,1
1058,62,174478,138066,762,31,4,1,1,1
1059,22,69054,159807,689,39,2,1,1,1
1060,52,29046,206492,651,9,7,1,1,1
1061,25,72495,208303,422,36,8,1,1,1
1062,69,60579,196473,692,31,4,1,1,1
1063,29,79821,191112,639,29,3,1,1,1
1064,24,115877,461383,365,4,6,0,0,0
1065,42,96668,456048,363,36,6,1,1,1
1066,29,185247,155662,488,37,4,1,1,1
1067,63,29012,380385,465,29,5,0,0,0
1068,21,27030,144707,621,24,4,0,1,1
1069,32,142047,132414,694,16,4,1,0,1
1070,59,163099,26714,558,12,4,0,0,1
1071,21,113399,76709,770,31,1,0,1,1
1072,39,38565,193838,746,13,5,0,1,1
1073,20,180362,175372,656,29,2,0,0,1
1074,56,121536,460255,643,39,3,0,0,1
1075,28,133921,461922,331,28,5,1,1,1
1076,36,176072,141299,367,27,8,1,1,1
1077,28,184197,169327,402,38,8,0,1,1
1078,30,162710,304429,472,27,7,1,0,1
1079,34,111122,445219,712,19,4,1,1,1
1080,43,77540,301065,363,10,2,1,0,0
1081,57,29225,136630,473,3,8,1,1,0
1082,54,176509,301334,814,32,3,1,0,1
1083,49,116774,392259,788,13,3,0,1,1
1084,50,102268,69547,391,5,6,1,0,0
1085,68,48353,118916,511,36,9,0,1,1
1086,24,68531,360963,469,30,3,1,1,1
1087,63,152730,139677,745,26,6,0,0,1
1088,69,45150,257128,329,21,9,1,0,0
1089,33,164387,311219,586,8,6,0,1,1
1090,30,169275,12512,833,14,1,0,1,1
1091,28,141159,419055,372,2,2,1,0,0
1092,53,58649,351975,308,4,3,1,0,0
1093,31,190495,365452,458,17,9,1,0,1
1094,54,40392,5237,443,1,9,0,1,0
1095,54,157115,417297,417,18,4,1,0,1
1096,20,36867,332191,440,16,3,1,0,0
1097,59,122216,20896,796,18,3,0,0,1
1098,41,151429,301881,478,2,9,0,0,0
1099,48,196512,252541,427,22,1,1,1,1
1100,27,175901,442173,370,20,9,0,0,1
1101,30,146874,38598,805,34,6,0,1,1
1102,60,192866,20365,731,2,3,0,0,1
1103,56,185030,476775,364,5,5,0,1,1
1104,33,50408,358511,349,15,6,0,0,0
1105,49,46279,275469,729,14,9,0,1,1
1106,54,180539,110345,590,36,4,0,0,1
1107,40,122868,50792,630,29,2,0,1,1
1108,56,75131,108474,765,8,2,1,0,1
1109,24,61452,11763,330,9,7,0,0,0
1110,38,96855,444198,359,28,6,1,1,1
1111,33,177768,97508,592,11,8,0,1,1
1112,45,83612,269997,324,38,4,1,0,1
1113,23,47578,14225,327,37,5,1,1,1
1114,44,21908,336274,576,34,5,0,0,0
1115,64,118059,100327,352,7,7,0,1,1
1116,61,99368,272361,804,0,4,0,0,1
1117,44,162658,127082,443,38,8,0,0,1
1118,37,171792,401188,542,8,2,0,1,1
1119,59,90940,146670,313,38,9,1,1,1
1120,27,107878,377858,641,25,9,1,1,1
1121,58,152697,20215,809,16,1,1,0,1
1122,59,117543,441270,494,13,9,0,0,1
1123,33,189258,148102,329,0,4,0,1,1
1124,51,188226,213318,620,9,3,0,0,1
1125,57,185229,319487,344,37,9,1,1,1
1126,52,37871,43764,414,12,1,1,0,0
1127,42,149742,339507,739,26,8,0,0,1
1128,34,132961,364981,356,31,8,0,0,1
1129,52,75653,357413,369,37,6,0,0,0
1130,44,160180,102974,375,38,4,1,0,1
1131,36,135398,464885,648,14,6,0,1,1
1132,52,54984,52031,408,29,1,1,0,0
1133,66,83478,143354,696,7,1,1,1,1
1134,21,44290,210295,472,28,5,1,0,0
1135,33,165505,253957,672,27,5,0,0,1
1136,59,188671,274121,435,5,3,0,1,1
1137,59,161890,492159,701,12,6,1,1,1
1138,58,26984,450169,709,36,2,0,0,1
1139,25,192432,113785,767,38,6,0,0,1
1140,25,86286,145579,588,11,9,1,0,1
1141,22,25594,344996,819,38,9,1,0,1
1142,26,158243,91455,365,38,8,0,0,1
1143,27,116624,184090,443,15,2,1,1,1
1144,61,136575,253548,810,1,2,1,1,1
1145,34,70570,46272,598,21,4,0,1,1
1146,66,137291,149376,438,19,5,1,1,1
1147,48,115350,229807,764,21,3,0,0,1
1148,52,148742,73556,343,18,4,1,0,1
1149,49,139788,159908,369,1,9,1,0,0
1150,58,82405,288091,683,13,3,1,0,1
1151,46,131606,497712,423,3,1,1,1,1
1152,55,82653,232758,620,6,7,0,0,1
1153,48,161282,5158,422,21,6,1,1,1
1154,57,79380,260259,758,35,8,0,0,1
1155,52,193677,156865,514,0,3,1,1,1
1156,56,121791,366017,504,28,2,0,1,1
1157,46,140598,490563,831,35,3,1,1,1
1158,52,181897,438017,654,26,1,1,0,1
1159,23,140996,121664,560,18,6,0,0,1
1160,41,139421,15344,608,28,1,1,0,1
1161,21,184863,26215,724,12,8,0,1,1
1162,29,95237,459025,348,2,7,0,0,0
1163,24,112150,68264,537,35,2,0,1,1
1164,29,100202,17249,656,11,2,0,1,1
1165,52,90775,183418,502,24,5,0,1,1
1166,57,104266,373475,498,15,4,1,1,1
1167,32,86391,305654,623,10,2,1,0,1
1168,50,94894,74918,578,26,2,1,0,1
1169,66,70817,360089,325,39,1,1,1,1
1170,55,89574,140746,699,32,4,1,1,1
1171,64,62932,354919,781,2,9,1,0,0
1172,43,83404,148994,834,21,2,1,1,1
1173,34,40071,201392,658,39,4,0,1,1
1174,48,195400,128027,472,30,5,1,1,1
1175,27,73694,45027,635,37,2,0,1,1
1176,24,20733,149647,566,30,1,1,0,0
1177,48,81127,274914,522,24,6,0,0,1
1178,66,186761,287866,515,37,4,1,1,1
1179,23,195361,252019,709,25,3,1,1,1
1180,31,98345,473109,621,13,6,0,1,1
1181,64,164758,182607,612,38,3,0,0,1
1182,21,89034,413280,378,24,2,0,0,1
1183,46,127620,278860,545,32,4,1,1,1
1184,50,155789,23600,400,19,9,0,0,1
1185,55,24854,398844,833,9,8,0,0,1
1186,55,120162,55579,476,27,4,1,1,1
1187,45,128787,265451,623,17,5,0,0,1
1188,62,34358,38287,561,23,9,1,1,1
1189,46,172929,344127,321,16,1,1,0,1
1190,24,24960,218299,849,17,5,1,0,1
1191,39,187355,167105,322,11,5,1,0,1
1192,30,46576,482329,363,4,7,0,1,0
1193,29,111909,361641,644,22,4,0,1,1
1194,59,38700,116699,804,9,4,1,1,1
1195,57,194612,136578,494,14,6,0,0,1
1196,25,71166,50795,319,8,6,0,0,0
1197,27,67417,47380,551,37,7,1,0,0
1198,42,39412,280351,831,8,6,0,1,1
1199,66,117760,183288,497,28,3,0,0,1
1200,45,79291,372421,759,14,5,1,0,1
1201,65,111255,401604,510,37,1,0,0,1
1202,62,155303,278551,800,35,7,1,1,1
1203,31,27521,344640,411,39,4,0,1,1
1204,45,143815,4886,836,21,6,1,0,1
1205,32,31349,270927,540,34,8,1,0,0
1206,59,52768,215047,698,38,2,1,0,1
1207,37,115168,127532,788,22,8,1,0,1
1208,44,82985,387544,406,18,3,0,1,1
1209,52,27611,57709,787,16,9,0,1,1
1210,66,39012,439946,784,21,8,1,0,1
1211,59,69725,415288,634,37,5,0,1,1
1212,62,21548,422923,821,1,7,1,1,1
1213,31,110297,45036,806,14,4,0,0,1
1214,63,165060,199751,752,33,7,0,0,1
1215,55,114729,314249,843,30,6,0,1,1
1216,67,34497,307262,645,10,6,0,1,1
1217,23,150337,29858,582,9,5,0,0,1
1218,24,170948,477733,375,3,9,1,0,0
1219,56,177891,101652,331,32,4,1,0,1
1220,27,158911,378418,591,27,5,1,0,1
1221,61,58457,70545,407,37,3,0,0,0
1222,68,136584,113041,477,7,3,0,1,1
1223,47,137143,486905,445,31,5,0,0,1
1224,50,128296,8057,594,1,1,0,1,1
1225,28,148919,271001,637,35,1,0,0,1
1226,48,81976,24083,603,9,8,1,0,1
1227,33,30275,25368,730,24,2,0,1,1
1228,59,58151,341470,453,37,3,1,0,0
1229,60,54173,486609,554,24,7,0,1,1
1230,41,113800,43471,417,18,9,1,0,1
1231,30,63612,411892,404,18,5,0,1,1
1232,42,35960,436652,800,21,7,1,1,1
1233,20,24538,433399,573,19,7,0,1,1
1234,65,70338,422841,321,34,4,0,1,1
1235,56,48709,395242,790,18,9,1,0,1
1236,40,153211,352303,672,0,8,0,0,1
1237,45,186518,419853,490,13,6,0,0,1
1238,65,187634,379270,349,14,2,1,0,1
1239,55,170175,376571,454,14,1,1,0,1
1240,42,67204,117413,314,10,8,0,1,1
1241,20,44432,85104,804,22,1,0,1,1
1242,59,188442,62527,512,22,5,1,0,1
1243,34,145211,87324,810,34,5,0,0,1
1244,40,171413,214102,376,0,7,1,0,0
1245,66,26069,426478,459,6,9,1,1,1
1246,28,164365,146153,752,28,6,1,1,1
1247,28,118582,53496,532,33,9,0,1,1
1248,29,120895,42608,800,36,2,1,1,1
1249,45,143529,68833,715,9,3,1,1,1
1250,60,150640,44214,420,21,3,0,0,1
1251,54,178626,323664,608,39,5,1,0,1
1252,44,118658,92076,660,11,9,1,1,1
